_id,Constituency No,Constituency Name,District Name,Winning Candidate,Sex,Age,Party,Constituency Type,Total Candidates,Total Electors,Valid Votes,Candidate Votes,Turnout %,Candidate Vote Share %,Winning Margin %,Deposit Lost ?
180,17,SAUNDATTI YELLAMMA,BELGAUM,MELAGIRI MALLIKARJUNA CHANNAPPA,M,58,IND,General,10,168709,133145,1990,78.92,1.49,0.72,Yes
181,17,SAUNDATTI YELLAMMA,BELGAUM,BASAVARAJ SANGAPPA MUDENAGUDI,M,31,BSP,General,10,168709,133145,555,78.92,0.42,0,Yes
182,17,SAUNDATTI YELLAMMA,BELGAUM,D. B. NAIK,M,60,JD(S),General,10,168709,133145,2630,78.92,1.98,0.48,Yes
183,17,SAUNDATTI YELLAMMA,BELGAUM,HANAMANTAPPA VIRUPAXAPPA KALLUR,M,60,BSRCP,General,10,168709,133145,897,78.92,0.67,0.26,Yes
184,18,RAMDURG,BELGAUM,ADAPATTI SHRIKANT YAMANAPPA,M,33,IND,General,11,172341,129132,611,74.93,0.47,0,Yes
185,18,RAMDURG,BELGAUM,YADAWAD SHIVALINGAPPA MAHADEVAPPA  (Runner Up),M,60,BJP,General,11,172341,129132,37326,74.93,28.91,15.51,No
186,18,RAMDURG,BELGAUM,ASHOK MAHADEVAPPA PATTAN  (Winner),M,58,INC,General,11,172341,129132,42310,74.93,32.76,3.86,No
187,18,RAMDURG,BELGAUM,PANDURANG DEVAPPA NAYAK,M,28,BSP,General,11,172341,129132,652,74.93,0.5,0.03,Yes
188,18,RAMDURG,BELGAUM,BHARAT PARAGOUDA PATIL,M,37,NCP,General,11,172341,129132,904,74.93,0.7,0.01,Yes
189,18,RAMDURG,BELGAUM,RAMESH HANAMANTAPPA HALLI,M,41,BSRCP,General,11,172341,129132,895,74.93,0.69,0.13,Yes
190,18,RAMDURG,BELGAUM,SANGAYYA CHANDRAYYA PANCHAKATIMATH,M,50,KJP,General,11,172341,129132,16043,74.93,12.42,4.44,Yes
191,18,RAMDURG,BELGAUM,VINAY DATTATREY JOSHI,M,32,IND,General,11,172341,129132,721,74.93,0.56,0.05,Yes
192,18,RAMDURG,BELGAUM,PARAPPAGOUDA FAKIRAGOUDA PATIL,M,53,JD(S),General,11,172341,129132,17303,74.93,13.4,0.98,Yes
193,18,RAMDURG,BELGAUM,SIDDAPPA MARITAMMAPPA ANGADI,M,33,IND,General,11,172341,129132,2053,74.93,1.59,0.89,Yes
194,18,RAMDURG,BELGAUM,ARAVIND MAHADEVARAO DALAWAI,M,53,JD(U),General,11,172341,129132,10314,74.93,7.99,6.4,Yes
195,19,MUDHOL,BAGALKOT,GOVIND.M.KARJOL  (Winner),M,62,BJP,SC,5,166358,129099,64727,77.6,50.14,4.01,No
196,19,MUDHOL,BAGALKOT,ASHOK LIMBAVALI,M,48,BSRCP,SC,5,166358,129099,910,77.6,0.7,0,Yes
197,19,MUDHOL,BAGALKOT,NAYAK SHANKAR NARAYAN,M,38,JD(S),SC,5,166358,129099,2303,77.6,1.78,0.54,Yes
198,19,MUDHOL,BAGALKOT,TIMMAPUR.RAMAPPA. BALAPPA.  (Runner Up),M,50,INC,SC,5,166358,129099,59549,77.6,46.13,44.34,No
199,19,MUDHOL,BAGALKOT,KALE. SURESH. KALASAPPA,M,59,IND,SC,5,166358,129099,1610,77.6,1.25,0.54,Yes
200,20,TERDAL,BAGALKOT,KESARAGOPPA RAMESH LAKKAPPA,M,42,BSRCP,General,7,192780,151562,1005,78.62,0.66,0.31,Yes
201,20,TERDAL,BAGALKOT,BASAVARAJ IRAPPA BALIKAI,M,43,KJP,General,7,192780,151562,5558,78.62,3.67,0.18,Yes
202,20,TERDAL,BAGALKOT,UMASHREE  (Winner),F,55,INC,General,7,192780,151562,70189,78.62,46.31,1.71,No
203,20,TERDAL,BAGALKOT,RANGANAGOUDA SHIVANAGOUDA PATIL,M,53,JD(S),General,7,192780,151562,5282,78.62,3.49,2.56,Yes
204,20,TERDAL,BAGALKOT,MAHABUBSAB MOULASAB NADAF,M,29,JD(U),General,7,192780,151562,531,78.62,0.35,0,Yes
205,20,TERDAL,BAGALKOT,MAIBUBSAB MAHMADSAB SANGTRAS,M,40,IND,General,7,192780,151562,1407,78.62,0.93,0.27,Yes
206,20,TERDAL,BAGALKOT,SIDDU SAVADI  (Runner Up),M,54,BJP,General,7,192780,151562,67590,78.62,44.6,40.93,No
207,21,JAMKHANDI,BAGALKOT,SIDDU B. NYAMAGOUDA  (Winner),M,63,INC,General,10,176718,131750,49145,74.55,37.3,16.05,No
208,21,JAMKHANDI,BAGALKOT,RAVINDRA DHANAVANT HALINGALI,M,62,IND,General,10,176718,131750,1415,74.55,1.07,0.26,Yes
209,21,JAMKHANDI,BAGALKOT,SANGAMESH. KAMBLE,M,27,BSP,General,10,176718,131750,1076,74.55,0.82,0.06,Yes
210,21,JAMKHANDI,BAGALKOT,BASAPPA. SIDDAPPA. KOKATANUR,M,51,IND,General,10,176718,131750,950,74.55,0.72,0.22,Yes
211,21,JAMKHANDI,BAGALKOT,BASAGOND SHIVAGOND SINDHUR,M,53,JD(S),General,10,176718,131750,10326,74.55,7.84,6.76,Yes
212,21,JAMKHANDI,BAGALKOT,HOOGAR SHANKAR MANOHAR,M,39,JD(U),General,10,176718,131750,658,74.55,0.5,0,Yes
213,21,JAMKHANDI,BAGALKOT,SHRIKANT KULKARNI,M,61,BJP,General,10,176718,131750,20982,74.55,15.93,2.1,Yes
214,21,JAMKHANDI,BAGALKOT,UMESH MAHABALASHETTI.,M,47,KJP,General,10,176718,131750,18211,74.55,13.82,5.98,Yes
215,21,JAMKHANDI,BAGALKOT,MAKABUL RAJESAB SAYYAD,M,61,IND,General,10,176718,131750,994,74.55,0.75,0.03,Yes
216,21,JAMKHANDI,BAGALKOT,JAGADISH GUDAGUNTI  (Runner Up),M,58,IND,General,10,176718,131750,27993,74.55,21.25,5.32,No
217,22,BILGI,BAGALKOT,MURAGESH. RUDRAPPA. NIRANI  (Runner Up),M,47,BJP,General,14,190466,149179,55417,78.32,37.15,23.7,No
218,22,BILGI,BAGALKOT,BASAPPA. RAMAPPA. LAGALI,M,60,IND,General,14,190466,149179,419,78.32,0.28,0.02,Yes
219,22,BILGI,BAGALKOT,MEERASAHEB. MOULASAHEB. SHEKH(NADAF),M,60,IND,General,14,190466,149179,389,78.32,0.26,0.04,Yes
220,22,BILGI,BAGALKOT,DEVENDRAPPA. BASAPPA. PUJAR,M,49,BSRCP,General,14,190466,149179,1215,78.32,0.81,0.26,Yes
221,22,BILGI,BAGALKOT,MAHESH. BASAPPA. NANDIHAL,M,35,IND,General,14,190466,149179,328,78.32,0.22,0.05,Yes
222,22,BILGI,BAGALKOT,VEERANNA . GOVINDAGOUDA .HALEGOUDAR,M,30,JD(U),General,14,190466,149179,238,78.32,0.16,0,Yes
223,22,BILGI,BAGALKOT,RAMESH. YALLAPPA. BHAJANTRI,M,29,IND,General,14,190466,149179,1631,78.32,1.09,0.28,Yes
224,22,BILGI,BAGALKOT,YALLAPPA. SANGAPPA. MULIMANI,M,41,IND,General,14,190466,149179,731,78.32,0.49,0.14,Yes
225,22,BILGI,BAGALKOT,J . T. PATIL  (Winner),M,63,INC,General,14,190466,149179,66655,78.32,44.68,7.53,No
226,22,BILGI,BAGALKOT,BALAPPA. H. NANDEPPANAVAR,M,55,BSP,General,14,190466,149179,825,78.32,0.55,0.06,Yes
227,22,BILGI,BAGALKOT,GOUSLAJAM. B. MULLA,M,31,IND,General,14,190466,149179,253,78.32,0.17,0.01,Yes
228,22,BILGI,BAGALKOT,BASAVAPRABHU. APPASAHEB. SARANADAGOUDA,M,37,JD(S),General,14,190466,149179,20067,78.32,13.45,12.36,Yes
229,22,BILGI,BAGALKOT,MADAR. LAKSHMAPPA . BHEEMAPPA,M,28,IND,General,14,190466,149179,523,78.32,0.35,0.02,Yes
230,22,BILGI,BAGALKOT,KARIYAPPA. H . ANADINNI,M,33,IND,General,14,190466,149179,488,78.32,0.33,0.05,Yes
231,23,BADAMI,BAGALKOT,DAYANAND SRIDHARRAO KULKARNI,M,47,IND,General,8,196662,139071,1456,70.72,1.05,0.32,Yes
232,23,BADAMI,BAGALKOT,MARUTI JAMINDAR,M,32,JD(U),General,8,196662,139071,1008,70.72,0.72,0,Yes
233,23,BADAMI,BAGALKOT,M S PATIL,M,55,BSRCP,General,8,196662,139071,1807,70.72,1.3,0.14,Yes
234,23,BADAMI,BAGALKOT,MAHAGUNDAPPA KALLAPPA PATTANASHETTI,M,57,BJP,General,8,196662,139071,30310,70.72,21.79,19.57,No
235,23,BADAMI,BAGALKOT,KANTICHANDRA JYOTHI,M,35,BSP,General,8,196662,139071,1616,70.72,1.16,0.12,Yes
236,23,BADAMI,BAGALKOT,BASAYYA PRABAYYA HALLUR,M,54,KJP,General,8,196662,139071,3095,70.72,2.23,0.93,Yes
237,23,BADAMI,BAGALKOT,MAHANTESH GURUPADAPPA MAMADAPUR  (Runner Up),M,46,JD(S),General,8,196662,139071,42333,70.72,30.44,8.65,No
238,23,BADAMI,BAGALKOT,CHIMMANAKATTI BALAPPA BHIMAPPA  (Winner),M,62,INC,General,8,196662,139071,57446,70.72,41.31,10.87,No
239,24,BAGALKOT,BAGALKOT,CHARANTIMATH VEERANNA CHANDRASHEKHARAYYA  (Runner Up),M,54,BJP,General,6,201375,139966,65316,69.51,46.67,45.28,No
240,24,BAGALKOT,BAGALKOT,PARASHURAM LAXMAN NEELANAYAK,M,42,WPOI,General,6,201375,139966,1559,69.51,1.11,0.36,Yes
241,24,BAGALKOT,BAGALKOT,PARASHURAM MANASING RATHOD,M,36,IND,General,6,201375,139966,1941,69.51,1.39,0.04,Yes
242,24,BAGALKOT,BAGALKOT,BABUSHA DASTGEERSAB ROLLI (R.D.BABU JR.UPENDRA),M,39,BSP,General,6,201375,139966,1052,69.51,0.75,0,Yes
243,24,BAGALKOT,BAGALKOT,BASAVARAJ SANGANAGOUDA PATIL (JAKKANAGOUDRA),M,32,JD(S),General,6,201375,139966,1882,69.51,1.34,0.23,Yes
244,24,BAGALKOT,BAGALKOT,METI HULLAPPA YAMANAPPA  (Winner),M,68,INC,General,6,201375,139966,68216,69.51,48.74,2.07,No
245,25,HUNGUND,BAGALKOT,HALAGATTI KRISHNAGOUD VENKANAGOUD,M,54,KJP,General,10,191972,137024,682,71.38,0.5,0.05,Yes
246,25,HUNGUND,BAGALKOT,DODDANAGOUDA G PATIL  (Runner Up),M,56,BJP,General,10,191972,137024,56923,71.38,41.54,39.93,No
247,25,HUNGUND,BAGALKOT,SAIM KHAJESAB HUSENASAB,M,37,BSP,General,10,191972,137024,847,71.38,0.62,0.12,Yes
248,25,HUNGUND,BAGALKOT,AMARESH MALLESHAPPA NAGUR,M,31,JD(U),General,10,191972,137024,287,71.38,0.21,0,Yes
249,25,HUNGUND,BAGALKOT,ABDUL ZABBAR S/O. ABDULHASAN KALABURGI,M,45,JD(S),General,10,191972,137024,2213,71.38,1.62,0.67,Yes
250,25,HUNGUND,BAGALKOT,H L MADAR,M,31,IND,General,10,191972,137024,1292,71.38,0.94,0.27,Yes
251,25,HUNGUND,BAGALKOT,NETIKATTI SHARANBASAPPA MAHANTAPPA,M,35,IND,General,10,191972,137024,924,71.38,0.67,0.06,Yes
252,25,HUNGUND,BAGALKOT,KHAJESAB SHAMEEDASAB MEKAMUNGALI,M,53,IND,General,10,191972,137024,607,71.38,0.44,0.06,Yes
253,25,HUNGUND,BAGALKOT,SANGANAGOUDRA H GOUDAR,M,29,BSRCP,General,10,191972,137024,529,71.38,0.39,0.18,Yes
254,25,HUNGUND,BAGALKOT,KASHAPPANAVAR VIJAYANAND SHIVASHANKRAPPA  (Winner),M,41,INC,General,10,191972,137024,72720,71.38,53.07,11.53,No
255,26,MUDDEBIHAL,BIJAPUR,SHANTHGOUDA SANGANAGOUDA PATIL (NADAHALLI),M,32,IND,General,12,174207,114726,18859,65.86,16.44,5.78,Yes
256,26,MUDDEBIHAL,BIJAPUR,VIMALABAI JAGADEVRAO DESHMUKH  (Runner Up),F,64,KJP,General,12,174207,114726,22545,65.86,19.65,3.21,No
257,26,MUDDEBIHAL,BIJAPUR,MAHIBOOB SHAMSUDDIN HALLI,M,32,IND,General,12,174207,114726,2875,65.86,2.51,0.88,Yes
258,26,MUDDEBIHAL,BIJAPUR,RAVI GURULINGAPPA SAJJAN,M,30,BSP,General,12,174207,114726,541,65.86,0.47,0.13,Yes
259,26,MUDDEBIHAL,BIJAPUR,NINGAPPAGOUDA SIDDAPAGOUDA BAPPARAGI,M,45,BSRCP,General,12,174207,114726,9136,65.86,7.96,5.46,Yes
260,26,MUDDEBIHAL,BIJAPUR,DESAI PRABHU URF PRABHUGOUDA CHANNANNA,M,41,JD(S),General,12,174207,114726,12227,65.86,10.66,2.15,Yes
261,26,MUDDEBIHAL,BIJAPUR,MALAKENDRAGOUDA BASANAGOUDA PATIL,M,38,BJP,General,12,174207,114726,9761,65.86,8.51,0.54,Yes
262,26,MUDDEBIHAL,BIJAPUR,PARUSHURAM ISHWARAPPA MURAL,M,44,IND,General,12,174207,114726,387,65.86,0.34,0,Yes
263,26,MUDDEBIHAL,BIJAPUR,YALLAPPA MARIYAPPA HADIMANI,M,36,IND,General,12,174207,114726,838,65.86,0.73,0.26,Yes
264,26,MUDDEBIHAL,BIJAPUR,KORI SHIVASANGAPPA RAMAPPA,M,66,IND,General,12,174207,114726,941,65.86,0.82,0.09,Yes
265,26,MUDDEBIHAL,BIJAPUR,HANAMANTHRAY NINGAPPA BIRADAR,M,40,IND,General,12,174207,114726,1869,65.86,1.63,0.81,Yes
266,26,MUDDEBIHAL,BIJAPUR,APPAJI URF CHANNABASAVARAJ SHANKARAO NADAGOUD  (Winner),M,55,INC,General,12,174207,114726,34747,65.86,30.29,10.64,No
267,27,DEVAR HIPPARGI,BIJAPUR,AMINAPPAGOUDA SANGANAGOUDA PATIL  (Winner),M,44,INC,General,13,178141,115245,36231,64.69,31.44,7.03,No
268,27,DEVAR HIPPARGI,BIJAPUR,SAJJAN MALLESHAPPA ISHVARAPPA,M,51,IND,General,13,178141,115245,545,64.69,0.47,0.17,Yes
269,27,DEVAR HIPPARGI,BIJAPUR,LALASAB RAJESAB KUNTOJI,M,37,IND,General,13,178141,115245,347,64.69,0.3,0,Yes
270,27,DEVAR HIPPARGI,BIJAPUR,BHIMANAGOUDA (RAJUGOUDA) .B. PATIL,M,41,KJP,General,13,178141,115245,24707,64.69,21.44,10.66,No
271,27,DEVAR HIPPARGI,BIJAPUR,SURESHAGOUDA MUDIGOUDAPPAGOUDA PATIL,M,38,IND,General,13,178141,115245,12421,64.69,10.78,3.73,Yes
272,27,DEVAR HIPPARGI,BIJAPUR,RESHMAKOUSAR KHAJABANDENAWAJ PADEKANUR,F,29,JD(S),General,13,178141,115245,8118,64.69,7.04,6.12,Yes
273,27,DEVAR HIPPARGI,BIJAPUR,SOMANAGOUDA. B. PATIL (SASANUR)  (Runner Up),M,48,BJP,General,13,178141,115245,28135,64.69,24.41,2.97,No
274,27,DEVAR HIPPARGI,BIJAPUR,SHASHIDHAR BASANNA,M,35,IND,General,13,178141,115245,968,64.69,0.84,0.06,Yes
275,27,DEVAR HIPPARGI,BIJAPUR,IRFANULLAH HAFIZULLA MUNASI,M,40,WPOI,General,13,178141,115245,895,64.69,0.78,0.22,Yes
276,27,DEVAR HIPPARGI,BIJAPUR,KANTAPPA (KANTU) SHANKREPPA INCHAGERI,M,32,IND,General,13,178141,115245,637,64.69,0.55,0.01,Yes
277,27,DEVAR HIPPARGI,BIJAPUR,A SREENIVASA REDDY,M,56,BSRCP,General,13,178141,115245,622,64.69,0.54,0.06,Yes
278,27,DEVAR HIPPARGI,BIJAPUR,DHANASING SUBHASH LAMANI,M,35,JD(U),General,13,178141,115245,550,64.69,0.48,0,Yes
279,27,DEVAR HIPPARGI,BIJAPUR,YASHAVANT MALAPPA PUJARI,M,46,BSP,General,13,178141,115245,1069,64.69,0.93,0.09,Yes
280,28,BASAVANA BAGEVADI,BIJAPUR,NAZIR DUNDASI,M,36,WPOI,General,13,175846,126819,574,72.12,0.45,0.03,Yes
281,28,BASAVANA BAGEVADI,BIJAPUR,LAXIMBAI SHIVAPPA G PATIL,F,53,IND,General,13,175846,126819,540,72.12,0.43,0.02,Yes
282,28,BASAVANA BAGEVADI,BIJAPUR,SHIVANAND S PATIL  (Winner),M,53,INC,General,13,175846,126819,56329,72.12,44.42,15.52,No
283,28,BASAVANA BAGEVADI,BIJAPUR,GOPAL SHIVAPPA DHANASHETTY,M,57,BSRCP,General,13,175846,126819,1035,72.12,0.82,0.36,Yes
284,28,BASAVANA BAGEVADI,BIJAPUR,GURUSIDDAYYA M SARUR,M,32,IND,General,13,175846,126819,337,72.12,0.27,0.05,Yes
285,28,BASAVANA BAGEVADI,BIJAPUR,ASHOK LAMANI,M,29,IND,General,13,175846,126819,277,72.12,0.22,0.02,Yes
286,28,BASAVANA BAGEVADI,BIJAPUR,IRANNA CHANABASAPPA NIDAGUNDI,M,48,IND,General,13,175846,126819,253,72.12,0.2,0,Yes
287,28,BASAVANA BAGEVADI,BIJAPUR,BELLUBBI SANGAPPA KALLAPPA  (Runner Up),M,59,BJP,General,13,175846,126819,36653,72.12,28.9,14.6,No
288,28,BASAVANA BAGEVADI,BIJAPUR,SOMANAGOUDA (APPUGOUDA) B. PATIL,M,52,JD(S),General,13,175846,126819,18136,72.12,14.3,6.55,Yes
289,28,BASAVANA BAGEVADI,BIJAPUR,DESAI SANGRAJ ANNASAHEB,M,38,KJP,General,13,175846,126819,9834,72.12,7.75,6.76,Yes
290,28,BASAVANA BAGEVADI,BIJAPUR,SIDDAPPA B.GANJI,M,60,IND,General,13,175846,126819,1259,72.12,0.99,0.14,Yes
291,28,BASAVANA BAGEVADI,BIJAPUR,KATTI MARIYAPPA CHANDRAMAPPA,M,75,BSP,General,13,175846,126819,1079,72.12,0.85,0.03,Yes
292,28,BASAVANA BAGEVADI,BIJAPUR,VEERANAGOUDA MALLAPPA PARANNAVAR,M,51,IND,General,13,175846,126819,513,72.12,0.4,0.14,Yes
293,29,BABALESHWAR,BIJAPUR,ARUNAKUMAR. H. JAINAPUR,M,42,IND,General,16,184083,134348,432,72.98,0.32,0.07,Yes
294,29,BABALESHWAR,BIJAPUR,SHAKIL MANIYAR,M,50,BSRCP,General,16,184083,134348,342,72.98,0.25,0.03,Yes
295,29,BABALESHWAR,BIJAPUR,GOUSAPEERA ABBASALI JAMADAR,M,58,IND,General,16,184083,134348,308,72.98,0.23,0.01,Yes
296,29,BABALESHWAR,BIJAPUR,SATTIGER BASAYYA MALLAYYA,M,47,JD(U),General,16,184083,134348,297,72.98,0.22,0.01,Yes
297,29,BABALESHWAR,BIJAPUR,AKKI HUGGI PADMANNA HUCHAPPA,M,25,IND,General,16,184083,134348,290,72.98,0.22,0.07,Yes
298,29,BABALESHWAR,BIJAPUR,GUDADAPPA SHIVAPPA JALAMATTI,M,53,IND,General,16,184083,134348,202,72.98,0.15,0,Yes
299,29,BABALESHWAR,BIJAPUR,PATIL VIJUGOUDA  (Runner Up),M,50,JD(S),General,16,184083,134348,57706,72.98,42.95,39.93,No
300,29,BABALESHWAR,BIJAPUR,M.S.RUDRAGOUDARA,M,65,BJP,General,16,184083,134348,4067,72.98,3.03,1.06,Yes
301,29,BABALESHWAR,BIJAPUR,BASAPPA. S. HONAWAD,M,27,KJP,General,16,184083,134348,2646,72.98,1.97,0.32,Yes
302,29,BABALESHWAR,BIJAPUR,SHASAPPA BHIMARAY HANCHANAL,M,48,IND,General,16,184083,134348,2215,72.98,1.65,0.87,Yes
303,29,BABALESHWAR,BIJAPUR,KAMANNA GANGANALLI,M,33,BSP,General,16,184083,134348,1042,72.98,0.78,0.09,Yes
304,29,BABALESHWAR,BIJAPUR,M.B.PATIL  (Winner),M,49,INC,General,16,184083,134348,62061,72.98,46.19,3.24,No
305,29,BABALESHWAR,BIJAPUR,MEHABOOB. H. MALABHODI,M,40,IND,General,16,184083,134348,532,72.98,0.4,0.07,Yes
306,29,BABALESHWAR,BIJAPUR,USMAN BASHA MOULAKASAHEB KURI,M,31,IND,General,16,184083,134348,533,72.98,0.4,0,Yes
307,29,BABALESHWAR,BIJAPUR,SADASHIVAPPA YAMANAPPA HADIMANI,M,43,IND,General,16,184083,134348,924,72.98,0.69,0.13,Yes
308,29,BABALESHWAR,BIJAPUR,SANGAPPA GURAPPA INDI,M,68,IND,General,16,184083,134348,751,72.98,0.56,0.16,Yes
309,30,BIJAPUR CITY,BIJAPUR,MAKBUL S BAGAWAN  (Winner),M,44,INC,General,16,211756,119021,48615,56.21,40.85,7.88,No
310,30,BIJAPUR CITY,BIJAPUR,MAHAMMADRAFIQ RAJESAB GURIKAR,M,42,SDPI,General,16,211756,119021,325,56.21,0.27,0.01,Yes
311,30,BIJAPUR CITY,BIJAPUR,ABBIVAKAS ABDURAJAK PEERJADE,M,32,WPOI,General,16,211756,119021,314,56.21,0.26,0.09,Yes
312,30,BIJAPUR CITY,BIJAPUR,NIRMALA SHRINIVAS ARAKERI,F,37,IND,General,16,211756,119021,201,56.21,0.17,0.02,Yes
313,30,BIJAPUR CITY,BIJAPUR,RAJASHEKHAR S PATIL,M,43,BSRCP,General,16,211756,119021,182,56.21,0.15,0.01,Yes
314,30,BIJAPUR CITY,BIJAPUR,MALLIKARJUN H T,M,33,SUCI,General,16,211756,119021,167,56.21,0.14,0.05,Yes
315,30,BIJAPUR CITY,BIJAPUR,KADECHUR KALLAPPA REVENASIDDAPPA,M,46,HJP,General,16,211756,119021,104,56.21,0.09,0,Yes
316,30,BIJAPUR CITY,BIJAPUR,CHANDRU R KALABURGI,M,41,IND,General,16,211756,119021,103,56.21,0.09,0,Yes
317,30,BIJAPUR CITY,BIJAPUR,BASANAGOUDA R PATIL (YATNAL)  (Runner Up),M,50,JD(S),General,16,211756,119021,39235,56.21,32.96,10.92,No
318,30,BIJAPUR CITY,BIJAPUR,APPASAHEB (APPU) MALLAPPA PATTANASHETTI,M,44,BJP,General,16,211756,119021,26235,56.21,22.04,21.16,No
319,30,BIJAPUR CITY,BIJAPUR,KARIBASAVARAJ BASAVARAJ NAGUR (BABU),M,52,KJP,General,16,211756,119021,1054,56.21,0.89,0.39,Yes
320,30,BIJAPUR CITY,BIJAPUR,RAJESH @ RAVI Y VALLYAPUR,M,40,IND,General,16,211756,119021,595,56.21,0.5,0.01,Yes
321,30,BIJAPUR CITY,BIJAPUR,BHAVI VISHWANATH SATALINGAPPA,M,65,IND,General,16,211756,119021,586,56.21,0.49,0.03,Yes
322,30,BIJAPUR CITY,BIJAPUR,ATTAUR REHAMAN AJIJUL REHAMAN JAHAGIRDAR,M,54,IUML,General,16,211756,119021,556,56.21,0.47,0.14,Yes
323,30,BIJAPUR CITY,BIJAPUR,PREMANAND HUSANAPPA MASHYAL,M,29,IND,General,16,211756,119021,392,56.21,0.33,0.03,Yes
324,30,BIJAPUR CITY,BIJAPUR,AINAPUR VASUNDARA MANOHAR,F,57,IND,General,16,211756,119021,357,56.21,0.3,0.03,Yes
325,31,NAGTHAN,BIJAPUR,SHRIKANT DEVENDRAPPA ARAKERI,M,44,IND,SC,16,225624,140024,435,62.06,0.31,0.04,Yes
326,31,NAGTHAN,BIJAPUR,RAHUL TIPPANNA BHASKAR,M,31,IND,SC,16,225624,140024,628,62.06,0.45,0.07,Yes
327,31,NAGTHAN,BIJAPUR,SUDHAKAR KANAMADI,M,58,BSP,SC,16,225624,140024,1260,62.06,0.9,0.03,Yes
328,31,NAGTHAN,BIJAPUR,NIRMALA SHRINIVAS ARAKERI,F,37,IND,SC,16,225624,140024,1212,62.06,0.87,0.05,Yes
329,31,NAGTHAN,BIJAPUR,T.K. DASAR,M,43,IND,SC,16,225624,140024,527,62.06,0.38,0.06,Yes
330,31,NAGTHAN,BIJAPUR,BALAJI VADDAR (YATNAL),M,28,JD(U),SC,16,225624,140024,436,62.06,0.31,0,Yes
331,31,NAGTHAN,BIJAPUR,PARIMALA MAHADEV KAMBALE,F,32,IND,SC,16,225624,140024,1141,62.06,0.81,0.36,Yes
332,31,NAGTHAN,BIJAPUR,SANJEEV PUNDLIK MANE,M,34,IND,SC,16,225624,140024,1278,62.06,0.91,0.01,Yes
333,31,NAGTHAN,BIJAPUR,DEVANAND PHULSING CHAVAN  (Runner Up),M,43,JD(S),SC,16,225624,140024,44903,62.06,32.07,14.85,No
334,31,NAGTHAN,BIJAPUR,PREMANAND HUSANAPPA MASHYAL,M,29,IND,SC,16,225624,140024,379,62.06,0.27,0.01,Yes
335,31,NAGTHAN,BIJAPUR,MARAGANNA MALAPPA HUNNUR,M,56,IND,SC,16,225624,140024,360,62.06,0.26,0,Yes
336,31,NAGTHAN,BIJAPUR,KATAKDHOND DEEPAK GANGARAM,M,26,IND,SC,16,225624,140024,1521,62.06,1.09,0.17,Yes
337,31,NAGTHAN,BIJAPUR,KATAKDHONDA VITTHAL DHONDIBA,M,57,KJP,SC,16,225624,140024,24104,62.06,17.21,6.05,No
338,31,NAGTHAN,BIJAPUR,NAGENDRA DEVENDRAPPA MAYAVANSHI,M,47,BJP,SC,16,225624,140024,15627,62.06,11.16,10.07,Yes
339,31,NAGTHAN,BIJAPUR,RAJU ALAGUR  (Winner),M,52,INC,SC,16,225624,140024,45570,62.06,32.54,0.48,No
340,31,NAGTHAN,BIJAPUR,JAGANNATH RAMCHANDRA KODATE,M,47,HJP,SC,16,225624,140024,643,62.06,0.46,0.01,Yes
341,32,INDI,BIJAPUR,GOLLALALINGANAGOUDA PEERAPPAGOUDA JOTAGOND,M,31,IND,General,15,200749,138775,849,69.13,0.61,0.03,Yes
342,32,INDI,BIJAPUR,YASHAVANTARAYAGOUDA VITTALAGOUDA PATIL  (Winner),M,45,INC,General,15,200749,138775,58562,69.13,42.2,24,No
343,32,INDI,BIJAPUR,SUBHASHACHANDRA SUNAGAR,M,44,IND,General,15,200749,138775,1264,69.13,0.91,0.08,Yes
344,32,INDI,BIJAPUR,MANJUNATH SHRISHAIL VANDAL,M,31,BSRCP,General,15,200749,138775,1149,69.13,0.83,0.04,Yes
345,32,INDI,BIJAPUR,TONTAPUR DHARMANNA SHIVAYOGAPPA,M,62,BSP,General,15,200749,138775,1087,69.13,0.78,0.13,Yes
346,32,INDI,BIJAPUR,AZRODDIN HAYACHAND JAHAGIRADAR,M,28,BDBRAJP,General,15,200749,138775,912,69.13,0.66,0.05,Yes
347,32,INDI,BIJAPUR,COMMANDER BHEERAPPA BHEEMAPPA KHILARI,M,58,IND,General,15,200749,138775,712,69.13,0.51,0,Yes
348,32,INDI,BIJAPUR,SHRISHAILAGOUDA SHANKREPPA BIRADAR,M,38,BJP,General,15,200749,138775,15784,69.13,11.37,6.03,Yes
349,32,INDI,BIJAPUR,DR: BAGALI SARVABHOUMA SATAGOUD,M,67,IND,General,15,200749,138775,7414,69.13,5.34,4.43,Yes
350,32,INDI,BIJAPUR,ARAVIND RUKMABAI KALAKERI,M,39,IND,General,15,200749,138775,805,69.13,0.58,0.07,Yes
351,32,INDI,BIJAPUR,MASALI KAMALAKAR SHARANABASAPPA,M,43,JD(U),General,15,200749,138775,445,69.13,0.32,0,Yes
352,32,INDI,BIJAPUR,SHASHIKUMAR SOMASHEKHAR MALABAGI,M,25,IND,General,15,200749,138775,651,69.13,0.47,0.15,Yes
353,32,INDI,BIJAPUR,ANNAPPA SHIVANINGAPPA KHAINUR,M,51,JD(S),General,15,200749,138775,23173,69.13,16.7,5.32,No
354,32,INDI,BIJAPUR,RAVIKANT SHANKREPPA PATIL  (Runner Up),M,56,KJP,General,15,200749,138775,25260,69.13,18.2,1.5,No
