,constituency,name,cases,assets,liabilities,education,self_profession,spouse_profession,self_profession_category,spouse_profession_category,district,gender,age,party,const_category,total_electors,total_const_votes,votes,candidate_voteshare_percent,uuid,Year,education_category
104,Sringeri,Abraham,0.0,105500.0,500000.0,Unknown,social worker,house wife,Social Work / Activism,Not Given,Chikmagalur,M,52,IND,GEN,150064,119957,353,0.29,9Qe3u9fJ,2013,Unknown
105,Mangalore City North,Aboobakker,1.0,1469000.0,530000.0,"vidyadayini high school, surathkal",scrap business,Not Given,Business / Entrepreneurship,Cound't Classify,Dakshina Kannada,M,42,SDPI,GEN,204413,145853,3323,2.28,TZKGt5hZ,2013,Unknown
106,Bidar South,Abraham T.J.,1.0,49596465.0,,"B.Com from R.C.College,Bangalore",Director of Company,Employed in Manipal Institution,Business / Entrepreneurship,Education / Academia,Bidar,M,52,IND,GEN,181107,124857,846,0.68,LzXcgZ5U,2013,Graduate
107,Yelburga,Achar Halappa Basappa,0.0,12159857.0,,"karnataka vishwaviddhyalay, dharwad in the year 1975",SELF EMPLOYMENT,HOUSE WIFE,Business / Entrepreneurship,Not Given,Koppal,M,60,BJP,GEN,180009,136729,35488,25.95,4KJskXxu,2013,Unknown
108,Harapanahalli,Abubakkar Siddiq M.,0.0,169000.0,,"1999-2000, Govt High School, Harappanahalli",Mechanic,House wife,Unknown,Not Given,Davangere,M,29,IND,GEN,184923,150223,348,0.23,MVMjouj3,2013,Unknown
109,Bhadravati,Ahamed Ali,0.0,637500.0,50000.0,7TH STANDARD GOVERNMENT HIGHER PRIMARY SCHOOL DONABAGATT BHADRAVATI TALUK,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given,Shimoga,M,38,IND,GEN,199358,143556,1084,0.76,SHmKfjHk,2013,Primary Education
110,Bijapur City,Ainapur Vasundara Manohar,0.0,42708685.0,1078600.0,"PC jobbin science college,hobli",Retired bank employee,EX MLA,Banking / Finance,Politics / Public Service,Bijapur,F,57,IND,GEN,211756,119021,357,0.3,VVaThtgZ,2013,Unknown
111,Hubli-Dharwad Central,Ajijnaj D Momin,0.0,681100.0,,"Diplomo in apllied art,sri vishva manthesha lalitha kala vidyalaya hubli 2004-05",business,business,Business / Entrepreneurship,Business / Entrepreneurship,Dharwad,M,28,IUML,GEN,212179,117311,132,0.11,Y8E3nHiP,2013,Diploma Holder
112,Kagwad,Ajit Bharamu Chougale,0.0,8280964.0,3978957.0,"PUC from PU Board,Bangalore",Business and Agriculture,Housewife,"Business / Entrepreneurship, Agriculture / Farming",Education / Academia,Belgaum,M,43,KJP,GEN,164201,129200,8788,6.8,6NiaW8mZ,2013,Higher Secondary Education
113,Raybag,Aihole Duryodhan Mahalingappa,0.0,44823402.0,2000000.0,SSLC in H.V.H. High School Harugeri,Standing MLA Agriculture,Agriculturist H.H.Work,"Politics / Public Service, Agriculture / Farming",Agriculture / Farming,Belgaum,M,55,BJP,SC,162583,122106,37535,30.74,TdFxpTHX,2013,Higher Secondary Education
114,Chamaraja,Akeel Ahmead,0.0,25000.0,,"PUC at D.Banumaiah's College,Mysore",Scrap Businessman,Housewife,Business / Entrepreneurship,Education / Academia,Mysore,M,47,IND,GEN,198462,109938,68,0.06,YogwVmJH,2013,Higher Secondary Education
115,Jevargi,Ajay Dharmsingh,3.0,245345341.0,,"MBBS from M.S. Ramaiah Medical College, Bangalore from 1993 to 1998",Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,Gulbarga,M,39,INC,GEN,197259,144563,67038,46.37,CJzsPym6,2013,Doctorate
116,Jayanagar,Ajmal Pasha,0.0,1440000.0,,3rd Standard from Jamia ul uloom,real estate agent,Not Given,Construction / Real Estate,Cound't Classify,B.B.M.P(South),M,27,IND,GEN,170907,95565,95,0.1,fLeeLv99,2013,Primary Education
117,Madhugiri,Adhinarayanappa,0.0,50000.0,,sri vivekananda high school polenahalli in 1997-98,social worker,house wife,Social Work / Activism,Not Given,Tumkur,M,30,IND,GEN,182546,147308,109,0.07,ioFGXtxU,2013,Secondary Education
118,Belgaum Uttar,Akhila Ayubkhan Pathan,0.0,4300000.0,,"Jijamatha girl's high school, belagavi, 1989",Social worker,business,Social Work / Activism,Business / Entrepreneurship,Belgaum,F,41,IND,GEN,193980,115183,189,0.16,aGvXHUSx,2013,Secondary Education
119,Babaleshwar,Akki Huggi Padmanna Huchchappa,1.0,3271085.0,1303383.0,"1st std,govt school jamunala",grmapanchahithi member,House wife,Unknown,Not Given,Bijapur,M,25,IND,GEN,184083,134348,290,0.22,UnQDqWnG,2013,Primary Education
120,Mangalore,Alfred D Souza,1.0,2903753.0,590000.0,"7th std, U B M C higher primary school ,ullal ,mangalore",fish business,teacher,Agriculture / Farming,Education / Academia,Dakshina Kannada,M,53,IND,GEN,168319,124927,387,0.31,67rrkaut,2013,Primary Education
121,Narasimharaja,Akhil Ahmed,0.0,25000.0,,P.U.C. College at D. Banumaiah's College Mysore,Scrap Businessman,House Wife,Business / Entrepreneurship,Cound't Classify,Mysore,M,47,IND,GEN,211635,115764,114,0.1,5woJp2F4,2013,Higher Secondary Education
122,Bhadravati,Akhil Ahmed,0.0,2019000.0,155000.0,b.sc 1984 s.m.v science college bommanakatte bhadravati,Contractor services,Not Given,Construction / Real Estate,Cound't Classify,Shimoga,M,48,IND,GEN,199358,143556,133,0.09,KMMw39Yw,2013,Graduate
123,Jevargi,Aktar Parveen Nadagouda,0.0,1180000.0,252000.0,"B.A. pass from Inamadar Junior college, Gulbarga. 2011-12",Agriculture,Household,Agriculture / Farming,Not Given,Gulbarga,F,44,SP,GEN,197259,144563,221,0.15,bvRsnJ2y,2013,Graduate
124,Devanahalli,Akkayamma,0.0,3448500.0,,"4th std, government higher primary school,naganayakanahalli , devanahalli taluk",Social worker,daily labour in silk department,Social Work / Activism,Agriculture / Farming,Bangalore Rural,F,45,IND,SC,185376,153547,234,0.15,mZboWsJr,2013,Primary Education
125,Chamaraja,Ali Ahmed,0.0,2435000.0,300000.0,6 th fail Tilak memorial english school ramnagar 1985,own business (building materials suppeir ),house wife,Business / Entrepreneurship,Not Given,Mysore,M,39,IND,GEN,198462,109938,70,0.06,4CL7kiuk,2013,Illiterate
126,Kalghatgi,Akki Shivappa Yallappa,0.0,4980000.0,706000.0,5th std,AGRICULTURE,AGRICULTURE,Agriculture / Farming,Agriculture / Farming,Dharwad,M,55,IND,GEN,168350,131588,1152,0.88,erQy265B,2013,Primary Education
127,Chamaraja,Akram Pasha,0.0,33000.0,,"SSLC in 1980 from Vidya Vadara High School,Mysore",Timber,Housewife,Agriculture / Farming,Education / Academia,Mysore,M,44,JD(U),GEN,198462,109938,280,0.25,eR6bnoCr,2013,Higher Secondary Education
128,Khanapur,Alimaakthar S Nayik,0.0,535000.0,,"M.J.M college, Nandagada",Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,Belgaum,M,25,BSP,GEN,185379,134890,1332,0.99,fZ3cZZLu,2013,Unknown
129,Udupi,Alevoor Yogeesh Acharya,0.0,9775000.0,2200000.0,"BSC POORNAPRADNYA COLLAGE UDUPI,MANGLORE",BUSINESS(jewelry),house wife,Business / Entrepreneurship,Not Given,Udupi,M,51,IND,GEN,180879,138430,1472,1.06,28K7TNRe,2013,Graduate
130,Bidar South,Ali Khan (Don),3.0,690000.0,90000.0,In 1984 Hydrabad,Not Given,Not Given,Cound't Classify,Cound't Classify,Bidar,M,49,ABML(S),GEN,181107,124857,794,0.64,QN3mcSfz,2013,Unknown
131,Hubli-Dharwad East,Alkod Hanumanthappa Y,0.0,16344763.0,850000.0,karnataka vishwavidyalaya dharwad,Agricultura sociol work,House wife,"Agriculture / Farming, Social Work / Activism",Not Given,Dharwad,M,54,JD(S),SC,174347,109094,8431,7.73,eMjQDLLg,2013,Unknown
132,Kanakagiri,Akkirotti Hulagappa Pamappa,0.0,1080000.0,,Unknown,HAMALI,house wife,Unknown,Not Given,Koppal,M,51,CPM,SC,183620,135446,1028,0.76,c8Xva5nc,2013,Unknown
133,Mulbagal,Amaresh,2.0,9268000.0,,BA in 2002,Social service,House wife,Social Work / Activism,Not Given,Kolar,M,45,INC,SC,171494,138700,11491,8.28,QRuAzrax,2013,Graduate
134,Kushtagi,Amaregouda L Patil,0.0,17581500.0,,Unknown,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,Koppal,M,58,INC,GEN,193774,138246,40970,29.64,FTgQL6PK,2013,Unknown
135,Shahapur,Amaranna,0.0,5877000.0,26000.0,"PUC,prabhu college,shurapura distict,yadgiri",agriculter,house wife,Agriculture / Farming,Not Given,Yadgir,M,49,IND,GEN,188066,127118,2225,1.75,WHdoSXjj,2013,Higher Secondary Education
136,Bellary,Alivelu,0.0,250000.0,,Unknown,DTP WORKER,house wife,Consulting / Advisory,Not Given,Bellary,F,28,IND,ST,173111,130314,815,0.63,L6ouJibk,2013,Unknown
137,Bellary City,Allabakash Alias Munna,0.0,5489281.0,3300000.0,Unknown,Business,HouseWife,Business / Entrepreneurship,Not Given,Bellary,M,44,JD(S),GEN,194202,119471,16285,13.63,FaSk9MLj,2013,Unknown
138,Gulbarga Rural,Ambaraya S.Belamgi,2.0,3210000.0,1200000.0,"BA,govt college gulbarga",agriculture and business,agriculture,"Business / Entrepreneurship, Agriculture / Farming",Agriculture / Farming,Gulbarga,M,39,BSP,SC,211123,123418,1584,1.28,KS9bNRKt,2013,Graduate
139,Vijayanagara,Ameen Basha Sab,0.0,55170.0,,"Govt. Composite college, TB Dam, 1988-89",Driver,Not Given,Transportation / Logistics,Cound't Classify,Bellary,M,43,IND,GEN,171289,124713,226,0.18,i7D86VFT,2013,Unknown
140,Maski,Amaresh,0.0,3985000.0,,3RD STANDARD GOVRNMENT SCHOOL,AGRICULTURE,HOME MAKER,Agriculture / Farming,Not Given,Raichur,M,48,JD(S),ST,164884,105728,3488,3.3,kcpbzdA4,2013,Primary Education
141,Gulbarga Rural,Ambalgi Maruti Manpade,8.0,1520000.0,980000.0,"BA,1977,sharanabasaveshwara mahavidyalaya,gulbarga",social worker,house wife,Social Work / Activism,Not Given,Gulbarga,M,56,CPM,SC,211123,123418,4694,3.8,aFCr8LpD,2013,Graduate
142,Chickpet,Ambrose D.Mello,0.0,10500.0,,MA in kannada comparative literature from bangalore university in the year 2000,social worker,Not Given,Social Work / Activism,Cound't Classify,B.B.M.P(Central),M,45,IND,GEN,187694,108814,133,0.12,NjEjwzXh,2013,Postgraduate
143,Devar Hippargi,Aminappagouda Patil,0.0,617078584.0,77500000.0,"MSc,Year-1994",Agriculture Business,"Housewife, Agriculture Business","Agriculture / Farming, Business / Entrepreneurship","Business / Entrepreneurship, Agriculture / Farming, Arts / Entertainment",Bijapur,M,44,INC,GEN,178141,115245,36231,31.44,apozUrUv,2013,Postgraduate
144,Maski,Amresh Nayaka,0.0,180000.0,123000.0,"Govt. boys high school, Maski",Private vehicle driver,House wife,Transportation / Logistics,Not Given,Raichur,M,38,SJPA,ST,164884,105728,2152,2.04,VtNBgSUb,2013,Unknown
145,Channagiri,Ameer Ahmed Kogaluru,0.0,10829500.0,12867220.0,In 1997 banajar high school,agriculturit,medicaleducation,Agriculture / Farming,Unknown,Davangere,M,33,BSRC,GEN,175842,143385,1054,0.74,hNQZtuBd,2013,Unknown
146,Kolar,Amjad Pasha,0.0,710000.0,,sslc fail,business,House wife,Business / Entrepreneurship,Not Given,Kolar,M,43,IND,GEN,196220,163480,147,0.09,WBJWHEJ4,2013,Illiterate
147,Chamrajpet,Amjad Khan,1.0,2486140.0,,7th STD cma boys primary school,private service,house wife,Arts / Entertainment,Not Given,B.B.M.P(Central),M,35,IND,GEN,183009,107679,110,0.1,ELdCVKSM,2013,Primary Education
148,Sedam,Amrutappa,0.0,482000.0,100000.0,GOVT PRE UNIVERSITY COLLEGE CHANDAPUR,RETRIED GOVERNMENT SCHOOL TEACHER,GOVT WORKER,Education / Academia,Not Given,Gulbarga,M,58,SP,GEN,185201,135976,353,0.26,V6wwfnSQ,2013,Higher Secondary Education
149,Chikkaballapur,Ameer Mohammed Sadiq,0.0,2221000.0,26000.0,"sir mv high school,chikkaballapur,1968-71",business,Not Given,Business / Entrepreneurship,Cound't Classify,Chikkaballapur,M,56,IND,GEN,176367,146709,536,0.37,NXq4khej,2013,Secondary Education
150,Bidar South,Amruthrao Chimkode,1.0,20400000.0,239000.0,MA GULBARGA UNIVERSITY 2002,agriculture,HOUSE WORK,Agriculture / Farming,Not Given,Bidar,M,57,IND,GEN,181107,124857,1883,1.51,FgARQGuu,2013,Postgraduate
151,Hosakote,Ananda M.G,0.0,40000.0,,"SSLC, Vivekananda High School Sulibele",Agriculturist,Housewife,Agriculture / Farming,Education / Academia,Bangalore Rural,M,46,IND,GEN,182905,166395,88,0.05,E57vGMGd,2013,Higher Secondary Education
152,Dharwad,Amrut Ayappa Desa,0.0,7312000.0,175000.0,1993 April,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,Dharwad,M,36,JD(S),GEN,183561,133018,35133,26.41,e5PezRVH,2013,Unknown
153,Davanagere North,Anaji Anjinappa,0.0,50352.0,15000.0,H.V.S HIGH SCHOOL IN ANAJI,general store,Not Given,Business / Entrepreneurship,Cound't Classify,Davangere,M,36,IND,GEN,208005,134450,130,0.1,eYvrVikU,2013,Unknown
154,Hungund,Amaresh Malleshappa Nagur,0.0,2655000.0,400000.0,"BA, rudharagouda govt first grade mahavidyalaya,biligi,2003",social worker,Not Given,Social Work / Activism,Cound't Classify,Bagalkot,M,31,JD(U),GEN,191972,137024,287,0.21,8wYkQb8T,2013,Graduate
155,Vijayanagara,Anand Singh,1.0,1045345934.0,104314709.0,"PUC in 1993 from Corporation Pre-University College, Magadi Road, Bangalore","Business, Agriculture and Social works.",Business Agricultural and Lady.,"Business / Entrepreneurship, Agriculture / Farming, Social Work / Activism","Business / Entrepreneurship, Agriculture / Farming",Bellary,M,47,BJP,GEN,171289,124713,69995,56.12,Cqb5yw6N,2013,Higher Secondary Education
156,Kittur,Anand Balkrishna Appugol,1.0,45330603.0,7073074.0,SSLC In The Year April 1983 From Benon Smith High School Belgaum,Social Welfare Film Producer,Prema Social Worker And House Wife,"Arts / Entertainment, Social Work / Activism",Social Work / Activism,Belgaum,M,47,JD(S),GEN,166696,125970,20657,16.4,QRwSZkCD,2013,Higher Secondary Education
157,Mayakonda,Anandappa. H,0.0,33165000.0,17800000.0,"7th std,govt kannada school,matadahatti",social worker and business,director of the school,"Social Work / Activism, Business / Entrepreneurship",Education / Academia,Davangere,M,58,IND,SC,174925,135030,18355,13.59,QBsbkfmk,2013,Primary Education
158,Gadag,Anil Prakashbabu Mensinkai,0.0,8330000.0,1510000.0,L.L.B. COLLEGE,BROKER,BEAUTION,Business / Entrepreneurship,Arts / Entertainment,Gadag,M,39,BSRC,GEN,191106,136314,36748,26.96,gLnbB8wL,2013,Unknown
159,Belgaum Rural,Anandswamy Gaddadevarmath,0.0,137438511.0,5000000.0,"B.Sc, RLS Institute, Belgaum, May 2006, KUD, Dharwad",Business,House wife,Business / Entrepreneurship,Not Given,Belgaum,M,36,IND,GEN,205568,152059,17670,11.62,hyPsV9iF,2013,Graduate
160,Belgaum Dakshin,Anil M Potdar,0.0,68344655.0,360000.0,"B.COM - GOGATE COLLEGE OF COMMERCE,BELGAUM",BUSINESS (PARTNER IN JEWELLARY SHOP i.e. POTDAR JEWELLERS,HOUSE WIFE,Business / Entrepreneurship,Not Given,Belgaum,M,52,INC,GEN,202238,131946,20536,15.56,4TyEeoff,2013,Graduate
161,Gurmitkal,Anilkumar,0.0,5150000.0,250000.0,"BE,computer science,VTU(2007-08)",Engineer,Not Given,Engineering / Technology,Cound't Classify,Yadgir,M,31,IND,GEN,203045,129030,1120,0.87,kRFjYgZc,2013,Graduate
162,Gadag,Andanayya Gurupadayya Kurtakoti,0.0,1322000.0,,"ITC,1990 and( BA)-1992-KVSR College, Gadag",Agriculture,House Wife,Agriculture / Farming,Cound't Classify,Gadag,M,42,JD(S),GEN,191106,136314,1339,0.98,XV4RdXBK,2013,Graduate
163,Saundatti Yellamma,Angadi Mahesh Gurappa,0.0,371171.0,60000.0,"B.A karnataka university 1997-1998, S.V.S bellubbi college, savadatti",Farmer,unmarried,Agriculture / Farming,Cound't Classify,Belgaum,M,38,NCP,GEN,168709,133145,1036,0.78,Wv5dAooC,2013,Graduate
164,Saundatti Yellamma,Anandkumar Chopra,0.0,4296430.0,,S.K. HIGH SCHOOL SAUNDATTI DISTRICT BELGAVI IN OCTOBER 1984,BUSINESS,house wife,Business / Entrepreneurship,Not Given,Belgaum,M,46,IND,GEN,168709,133145,29851,22.42,b96yCMtm,2013,Higher Secondary Education
165,Yellapur,Anil Kumar D.,0.0,16797500.0,330000000.0,1988 Y T S S junior college Yallapura,Self business,House wife,Business / Entrepreneurship,Not Given,Uttara Kannada,M,43,JD(S),GEN,151753,120745,22361,18.52,R92p9RC7,2013,Higher Secondary Education
166,Yadgir,Ananth Reddy Kandalli,0.0,1160000.0,,"7th standard, Govt. primary school, Bilhara, Shahapur taluk, yadgiri district",Agriculture,House wife,Agriculture / Farming,Not Given,Yadgir,M,28,IND,GEN,190536,119778,1103,0.92,ENFCG6Ej,2013,Primary Education
167,Sullia,Angara.S,0.0,9191950.0,683124.0,CHOKKADI HIGH SCHOOL,Agriculturist,HOUSE WIFE,Agriculture / Farming,Not Given,Dakshina Kannada,M,49,BJP,SC,180177,146066,65913,45.13,BtdoFrNZ,2013,Unknown
168,Bellary City,Anil H Lad,0.0,2889876598.0,750387482.0,Sandur Residential composite junior college,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,Bellary,M,39,INC,GEN,194202,119471,52098,43.61,RShzsioU,2013,Higher Secondary Education
169,Hubli-Dharwad West,Anitha Horadi,0.0,3001250.0,,"MA,LLB,Karnataka universty,Dharavad in 1994-1998",Lawyer,Ex Service Man(Indian Air Force ),Law / Judiciary,Military / Defense,Dharwad,F,49,IND,GEN,220564,126910,221,0.17,CMydmdvu,2013,Postgraduate
170,Nelamangala,Anjanamurthy,0.0,183337458.0,1154646.0,B.A AND LLB,SOCIAL WORKER,House wife,Social Work / Activism,Not Given,Bangalore Rural,M,30,IND,SC,182233,139664,436,0.31,GyVy9xqZ,2013,Graduate
171,Nelamangala,Anjanamurthy,0.0,183337458.0,1154646.0,B.A AND LLB,SOCIAL WORKER,House wife,Social Work / Activism,Not Given,Bangalore Rural,M,72,INC,SC,182233,139664,45389,32.5,MrqDeotZ,2013,Graduate
172,Nelamangala,Anjanamurthy,0.0,15337458.0,1154646.0,Law graduate from bangalore university in 1969,Social service,House wife,Social Work / Activism,Not Given,Bangalore Rural,M,30,IND,SC,182233,139664,436,0.31,MGcbFTq3,2013,Graduate
173,Nelamangala,Anjanamurthy,0.0,15337458.0,1154646.0,Law graduate from bangalore university in 1969,Social service,House wife,Social Work / Activism,Not Given,Bangalore Rural,M,72,INC,SC,182233,139664,45389,32.5,NmLZLF3d,2013,Graduate
174,Raichur Rural,Anjanayya,0.0,503634.0,,"B.A. ,L.L.B, S.C.A.B LAW COLLEGE , RAICHUR IN 2011",LAWYER,Not Given,Law / Judiciary,Cound't Classify,Raichur,M,29,IND,ST,195582,134739,1258,0.93,4CAYKd5V,2013,Graduate
175,Koratagere,Anjaneya,0.0,2011500.0,,"BA.LLB Vidyodaya Law College, Tumkur,1989",Lawyer,Housewife,Law / Judiciary,Education / Academia,Tumkur,M,52,BSRC,SC,181914,152242,1265,0.83,mkYz5PYc,2013,Graduate
176,Kudligi,Anjinappa Kajjeru,0.0,15000.0,,"12th fail, U.J. composite pre university college ujjini, kudligi taluk, in march 1996",Not Given,Not Given,Cound't Classify,Cound't Classify,Bellary,M,39,IND,ST,170516,132941,890,0.67,TpUuHMws,2013,Higher Secondary Education
177,Channapatna,Anitha Kumaraswamy,0.0,1379687114.0,662123455.0,"BE Computer Science, BIT college, Bangalore","Public servant Entrepreneur, Carrying On Business Of Pertol And Petroleum Product Under The Name Style of Nikhil Co. Carrying On The Business Of Serial Production Under The Name And Style Of Nikhil Creations",Public Servant Agriculturist,"Politics / Public Service, Business / Entrepreneurship","Politics / Public Service, Agriculture / Farming",Ramanagaram,F,49,JD(S),GEN,198764,168511,73635,43.7,83kkwmNt,2013,Graduate
178,Karkal,Anna Sunil Soans,0.0,550000.0,270000.0,"2nd PUC,govt PU college kakarla,1994",industrialist,private job,Business / Entrepreneurship,Cound't Classify,Udupi,M,41,BSP,GEN,161008,130474,878,0.67,9ZtAXJEx,2013,Higher Secondary Education
179,Bidar,Anilkumar Gundappa,0.0,6340850.0,250000.0,"B.A., LLB, Gulbarga University, Gulbarga in 1999",Advocacy,Chief Librarian,Law / Judiciary,Not Given,Bidar,M,41,BSRC,GEN,190262,112971,693,0.61,M3gH6XBS,2013,Graduate
180,Sirsi,Annappa Akash S. Madival,0.0,1880842.0,238976.0,Unknown,AGRICULTURE FARMER,Not Given,Agriculture / Farming,Cound't Classify,Uttara Kannada,M,38,IND,GEN,174259,131191,2246,1.71,gA7RafWh,2013,Unknown
181,Athani,Annappa Somanna Aigali,0.0,3368500.0,,"7th pass. Govt. higher primary school, koliguddda-1978",Farmer and social worker,House wife,"Agriculture / Farming, Social Work / Activism",Not Given,Belgaum,M,46,BSP,GEN,186167,146290,1558,1.07,BB4zt7H4,2013,Primary Education
182,K.R.Pura,Anupama.M.L.,0.0,44449000.0,,"MA ,2003,bangalore university",social worker and agriculter,govt worker,"Social Work / Activism, Agriculture / Farming",Politics / Public Service,B.B.M.P(North),F,43,JD(U),GEN,339784,200184,271,0.14,U4GhSPka,2013,Postgraduate
183,Shanti Nagar,Anthony A. Santhosh,0.0,6811426.0,25000.0,"SSLC Pbanm,S High School Bangalore",St.John's Medical Collage (Pvt),Teacher In The Government School,Medicine / Healthcare,Education / Academia,B.B.M.P(Central),M,44,IND,GEN,179461,103610,322,0.31,PZnzgHXA,2013,Higher Secondary Education
184,Indi,Annappa Khainur,0.0,68730499.0,8725154.0,SRI REVANA SIDDESHWARA PRE GRADUATE COLLEGE IN 1975,FARMER,HOUSE WIFE,Agriculture / Farming,Not Given,Bijapur,M,51,JD(S),GEN,200749,138775,23173,16.7,Mg6iUjpm,2013,Higher Secondary Education
185,Harihar,Ansarahmed,0.0,2188000.0,235000.0,"studied up to BA third year ,SJVP college,hariharanagar",social service and retried police,House wife,"Social Work / Activism, Law Enforcement / Security",Not Given,Davangere,M,48,IND,GEN,194111,150743,511,0.34,U3UV7axs,2013,Graduate
186,Khanapur,Anthon Zuvava Mendossa,0.0,4068013.0,2430000.0,"ITI and diploma in computer application, belgaum",agriculture and land developer,house wife,"Agriculture / Farming, Construction / Real Estate",Not Given,Belgaum,M,39,IND,GEN,185379,134890,1728,1.28,cJvqA8Bp,2013,Diploma Holder
187,Kittur,Annappa Marathe,0.0,850766.0,50000.0,MA med,retired soldier,House wife,Military / Defense,Not Given,Belgaum,M,38,IND,GEN,166696,125970,932,0.74,MX3kbmRG,2013,Postgraduate
