,constituency,name,cases,assets,liabilities,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category,uuid,Year,education_category
93,Bagalkot,Amarasab Noorsab Punekar,0.0,188000.0,390000.0,Literacy Movement,Bagalkot,Fabrication Business,Not Given,Business / Entrepreneurship,Cound't Classify,40.0,M,IND,201,0.1244497278823114,GEN,KNY3voHQ,2018,Literate
94,Kushtagi,Amaregouda L Patil Bayyapur,0.0,15501971.0,1944066.0,"BA Degree S.V.M College ,Illakal Karanataka In year 1980",Koppal,Agriculturalist,Housewife,Agriculture / Farming,Education / Academia,64.0,M,INC,87566,52.73344815541932,GEN,BiCi3S9c,2018,Graduate
95,Maski,Amaresh Matur,0.0,50000.0,1361419.0,SSLC MARCH 2001 KSEEB BANGALOURE,Raichur,AGRICULTURE,House Wife,Agriculture / Farming,Cound't Classify,33.0,M,IND,821,0.600514936071857,ST,GJwDfmGu,2018,Higher Secondary Education
96,Mulbagal,Amaresh,3.0,13441000.0,900000.0,"LLB From V.V. Puram, Bangalore Year-1996 and B.A in Govt. College ,Year 1991",Kolar,Agriculturalist and Social worker,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia,52.0,M,BJP,8411,5.113380752629339,SC,9fAMcW29,2018,Graduate
97,Hassan,Akmal Javeed,0.0,215000.0,,DIPLOMA IN AUTOMOBILE ENGINEERING INCOMPLETE,Hassan,DRIVER,Not Given,Transportation / Logistics,Cound't Classify,43.0,M,IND,146,0.0945363187816469,GEN,6cEG2AnT,2018,Unknown
98,Kundgol,Akki Mallikarjun Sahadevappa,0.0,12160000.0,1600000.0,"LLB Shakrila College ,Hubli, year 187 88",Dharwad,LAWYER,Housewife,Law / Judiciary,Education / Academia,60.0,M,JD(S),6280,4.256934464900627,GEN,ibM7UvmN,2018,Graduate
99,Koppal,Amaresh Sanganna Karadi,0.0,32319976.0,19578943.0,BA (Criminology) 2000-01 Karanataka College Dharwad Karanataka University Dharwad,Koppal,Business And Agriculture,Household work,"Business / Entrepreneurship, Agriculture / Farming",Not Given,41.0,M,BJP,72432,40.0659357679415,GEN,miGzkntx,2018,Graduate
100,Puttur,Amarnatha B.K,0.0,10402585.0,463302.0,B.Com St. Phenominal Degree College passed in yr 2002-03,Dakshina Kannada,House Contract Business,Advocate,"Business / Entrepreneurship, Construction / Real Estate",Law / Judiciary,36.0,M,IND,244,0.1467483806556765,GEN,GD6FVkxn,2018,Graduate
101,Anekal,Amaresh.Y,0.0,3030000.0,,"Vidhaatha School,Bidaragere Road,Anekal Town,Bengaluru Urban Dist.",Bangalore Urban,Own Business,Housewife,Business / Entrepreneurship,Education / Academia,49.0,M,IND,125,0.0549023397181094,SC,XQnVsGfY,2018,Unknown
102,Gauribidanur,Amjad Khan (Nadim),0.0,155000.0,,"PUC AES National College, Gouribidhinuru -1993-94",Chikkaballapur,Not Given,Not Given,Cound't Classify,Cound't Classify,48.0,M,IND,190,0.112645995138436,GEN,LL7m2PRt,2018,Higher Secondary Education
103,Chamrajpet,Ameer Ahmed Khan,0.0,148220.0,,"2nd PUC (Discontinued) Govt. Silver Jubilee Pre-University College, Janapur, Bhadravati, Shimoga Dist.",B.B.M.P(Central),Self Employed,Not Given,Business / Entrepreneurship,Cound't Classify,46.0,M,IND,60,0.049913068073106,GEN,jvwvnVHM,2018,Higher Secondary Education
104,Kolar,Amjad Pasha,0.0,3270000.0,,"High School,All Amin High School,Lal Bagh,Bangalore",Kolar,Social Service,Housewife,Social Work / Activism,Education / Academia,47.0,M,IND,146,0.0815177943294882,GEN,RBEh76xp,2018,Secondary Education
105,Shivajinagar,Amjad Khan,0.0,70174.0,,8th Standard at Bangalore Quwathul Islam High School in 1994-45,B.B.M.P(Central),Business,Not Given,Business / Entrepreneurship,Cound't Classify,36.0,M,ASP,96,0.0884515451379291,GEN,XoAbt5d9,2018,Primary Education
106,Kudachi,Amit Ghatage,0.0,38409500.0,631699.0,B B M IN 2012,Belgaum,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,27.0,M,INC,52773,38.61825206910935,SC,KRfXjKYB,2018,Graduate
107,Vijay Nagar,Amjad Khan,0.0,60000.0,,7th SarkarI urdu prthameka high school bapuji nagar Bengaluru passing date-1994,B.B.M.P(South),Business,Not Given,Business / Entrepreneurship,Cound't Classify,35.0,M,SJPL,364,0.2327306207002378,GEN,F5iY6hR5,2018,Secondary Education
108,Dharwad,Amrut Ayyappa Desai,0.0,85800000.0,1250000.0,BCOM 3RDsem in karnataka university dharwad,Dharwad,"SHETKI, SOCIAL WORKER","House Wife,SHETKI, SOCIAL WORKER","Social Work / Activism, Agriculture / Farming",Social Work / Activism,41.0,M,BJP,85123,54.69575274689971,GEN,HR8UsAUX,2018,Graduate
109,Chamrajpet,Amjad Khan,2.0,2642500.0,,"7th std. Government Urdu School, Pension Mohalla Msore Road, Bangalore 560026",B.B.M.P(Central),Business Real Estate Agent,Not Given,"Business / Entrepreneurship, Construction / Real Estate",Cound't Classify,40.0,M,IND,53,0.0440898767979103,GEN,7xRAAEAG,2018,Primary Education
110,Shahapur,Ameenraddi Patil,0.0,9714529.0,1779619.0,"Completed B.A in Mruthunjaya College, Dharwad from Dharwad University (April 2005).",Yadgir,Agriculturist,Homemaker,Agriculture / Farming,Not Given,34.0,M,JD(S),23329,14.913379786485969,GEN,2yC8L7oz,2018,Graduate
111,Muddebihal,Ameenappa Gouda S Patil,0.0,763437525.0,180347051.0,M Sc. in biology -1994,Bijapur,Business,Housewife,Business / Entrepreneurship,Education / Academia,49.0,M,BJP,63512,45.75858441764291,GEN,Q9c6sTYf,2018,Postgraduate
112,Aurad,Anand,1.0,640000.0,,ITI GOVT ITI COLLEGE MANVAT PARABHANI DIST 1996-67,Bidar,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,42.0,M,BBKD,1233,0.836448249428461,SC,cLcnHYi5,2018,Vocational Training
113,Shivajinagar,Ambrose D Mello,0.0,51819.0,,M.A. in Kannada Comparative Literature from Bangalore University Karnataka in 2000,B.B.M.P(Central),Social Activist,Not Given,Social Work / Activism,Cound't Classify,50.0,M,IND,57,0.0525181049256454,GEN,eR5xMKnM,2018,Postgraduate
114,Kolar,Amjad Pasha.N,0.0,660000.0,,8th Std. From high school,Kolar,Business,Housewife,Business / Entrepreneurship,Education / Academia,46.0,M,IND,371,0.2071445321660282,GEN,6Cy7UpcS,2018,Primary Education
115,Shirahatti,Amruta Ratnakar Yeni,0.0,1162441.0,200000.0,6th Standard,Gadag,Housewife,Private Doctor,Education / Academia,Medicine / Healthcare,35.0,F,IND,651,0.4053448232920724,SC,eosaG45Z,2018,Primary Education
116,Nanjangud,Anand G,0.0,100000.0,,SSLC Fail,Mysore,Labour,Housewife,Cound't Classify,Education / Academia,32.0,M,IND,502,0.3061367614145713,SC,XCBrrv7w,2018,Secondary Education
117,Karwar,Anand Asnotikar,0.0,720938005.0,34722415.0,"M.A. Degree examination from karnataka state open university, Mysore. 2010",Uttara Kannada,Business,House hold,Business / Entrepreneurship,Not Given,37.0,M,JD(S),46275,28.90417119514297,GEN,6Dd39Qmg,2018,Postgraduate
118,Davanagere North,Anand M,0.0,55682685.0,15578355.0,"10 th-Govt Degree College,Kunigal T., Year -1998-99",Davangere,Industrialist,Industrialist,Business / Entrepreneurship,Business / Entrepreneurship,34.0,M,JD(S),5381,3.4202647987948667,GEN,QgDF7hGg,2018,Secondary Education
119,Kunigal,Anand Patel Hulikatte,2.0,3356500.0,1100000.0,"1st PUC From Govt. First Grade Collage, Huliyurudurga, Kunigal Tq.",Tumkur,Social Worker and Agriculture,House Wife,"Social Work / Activism, Agriculture / Farming",Cound't Classify,35.0,M,KRRS,2869,1.7718298203467078,GEN,NLTjn7XB,2018,Higher Secondary Education
120,Malleshwaram,Anand M.B.,0.0,413472.0,,PUC Veerasheva College,B.B.M.P(North),Own Computer Servicing,Central Govt in RWF,Information Technology,Military / Defense,49.0,M,KP,126,0.1018881656087009,GEN,QqxncL7R,2018,Higher Secondary Education
121,Kittur,Anand Irappa Hampannavar,0.0,60000.0,,MA FROM SOUTH INDIA HINDI PRACHAR SABHA MADRAS UNIVERSITY 2018,Belgaum,NO EMPLOYMENT,Not Given,Not Given,Cound't Classify,27.0,M,AAAP,453,0.3050258564964447,GEN,EW66rcSR,2018,Postgraduate
122,Bellary City,Ane Narayana Swamy,0.0,21000.0,,"SSLC, From M.A.K. Hajad Government High School, Kote, Bellary, Year-1991-1992",Bellary,"Wage, Social Worker",Housewife,Social Work / Activism,Education / Academia,44.0,M,IND,63,0.0416482114406975,GEN,bDRnJAiG,2018,Higher Secondary Education
123,Yadgir,Ananthareddi,0.0,1114000.0,,4th Pass,Yadgir,AGRICULTURE AND SOCIAL SERVICE,House wife,"Agriculture / Farming, Social Work / Activism",Not Given,34.0,M,IND,766,0.5302909677464018,GEN,aJERJaKb,2018,Primary Education
124,Yellapur,Andalagi Veerabhadragouda Shivanagouda Patil,0.0,10448801.0,,10 TH PASS IN 1975-76 FROM Government SamuKtha Junior College,Uttara Kannada,AGRICULTURE,HOMEWORK AGRICULTURE,Agriculture / Farming,Agriculture / Farming,59.0,M,BJP,64807,46.20128180450699,GEN,Wka4JTPz,2018,Secondary Education
125,Tiptur,Ananthashayana.A.T.,0.0,4404000.0,355000.0,M.A From Bangalore University,Tumkur,Agriculture,Job Typing,Agriculture / Farming,Unknown,61.0,M,IND,335,0.2210185325688951,GEN,YoVthCwf,2018,Postgraduate
126,Gauribidanur,Anantha G (P.T.Master),0.0,227500.0,,Physical Educational Training College Gauribidanur Town May 1987-88,Chikkaballapur,DAILY WAGES AND Social worker,Housewife,"Unknown, Social Work / Activism",Education / Academia,57.0,M,RPI(A),731,0.4333906444536669,GEN,SbPjyCc2,2018,Technical/Professional Course
127,Bangalore South,Anbu,0.0,7737400.0,,SSLC from Anantapuram Govt. School in 1980,Bangalore Urban,Scrap Trading-Proprietor,House Wife,Business / Entrepreneurship,Cound't Classify,52.0,M,IND,479,0.150036804435326,GEN,nfakaNMb,2018,Higher Secondary Education
128,Saundatti Yellamma,Anandkumar Santoshchand Chopra,2.0,11424524.0,2028632.0,"SSLC From S.K. High School Savadatti , Year- 1994",Belgaum,Own Business,House Wife,Business / Entrepreneurship,Cound't Classify,51.0,M,IND,56189,36.55591482495917,GEN,akUt8Fkz,2018,Secondary Education
129,Vijayanagara,Anand Singh,16.0,1175138443.0,270108699.0,"PUC from Corporation Pre-University College, Magadi Road Bangalore Year 1993",Bellary,"Business, Agriculture","Business, Agriculture Land Lady","Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming",52.0,M,INC,83214,50.08968879792934,GEN,3M3Pq33s,2018,Higher Secondary Education
130,Raybag,Anantkumar Yamanappa Byakud,0.0,4120944.0,1742836.0,BA From Karnataka State open University Mysore,Belgaum,SELF EMPLOYEE AGRICULTURE,Not Given,Agriculture / Farming,Cound't Classify,33.0,M,IND,271,0.1801873682670762,SC,g7qThKM2,2018,Graduate
131,Hubli-Dharwad Central,Anandraj Dokka,0.0,1580500.0,,"9th,St Peters telgu Primary High School,Year-1971",Dharwad,Rtd Employee,Not Given,Cound't Classify,Cound't Classify,64.0,M,IND,79,0.0534831764944824,GEN,94J7psE6,2018,Secondary Education
132,Pulakeshinagar,Anbarasan.D.,0.0,2656420.0,,7th Standard From St. Arphones School at Bangalore,B.B.M.P(North),Civil work,House wife,Construction / Real Estate,Not Given,54.0,M,IND,636,0.503037205770691,SC,oHARMpxs,2018,Primary Education
133,Davanagere North,Anandappa Jyothi,2.0,11649354.0,250000.0,"B.A(Arts) From Bangalore University College, Bangalore, Bangalore University in the Year of 2013-14",Davangere,Cement and Iron Business,Government Employee(Teacher),"Business / Entrepreneurship, Construction / Real Estate",Education / Academia,34.0,M,SHS,541,0.3438697744188854,GEN,fu4GrcGn,2018,Graduate
134,Ramdurg,Angadi Siddappa Marithammappa,0.0,1095000.0,,"SSLC in MSS high school, Mallur -1993",Belgaum,Agriculturist rental income,House Wife,Agriculture / Farming,Cound't Classify,39.0,M,INCP,925,0.6112550222034256,GEN,QjU6dhT8,2018,Higher Secondary Education
135,Sullia,Angara.S,0.0,10993945.0,1240103.0,8TH PASS FROM CHIKKODI HIGH SCHOOL DATE 26-08-1981,Dakshina Kannada,AGRICULTURIST AND SOCIAL SERVICE,HOUSE WIFE,"Agriculture / Farming, Social Work / Activism",Not Given,54.0,M,BJP,95205,56.53100729164193,SC,PbHDTK49,2018,Primary Education
136,Narasimharaja,Anil Kumar S,0.0,2405000.0,190000.0,M.Phil from University of Mysore-2009,Mysore,Teaching Profession,No,Education / Academia,Cound't Classify,39.0,M,BJC,841,0.5195045865892455,GEN,iGyhaax3,2018,Doctorate
137,Gadag,Anil Mensinakai,6.0,68102829.0,53738120.0,"PUC ,KVSR college Gadag ,batch(1994)",Gadag,Real Estate Developer,Business,Construction / Real Estate,Business / Entrepreneurship,43.0,M,BJP,75831,47.24967287681476,GEN,eKKHnJzh,2018,Higher Secondary Education
138,Shikaripura,Anil M R,1.0,741000.0,,"J.O.D.C ,Tharabalu Vidhya trust,Sirigare .Year-2001",Shimoga,Photographer,Housewife,Arts / Entertainment,Education / Academia,36.0,M,IND,202,0.1304210274852631,GEN,9b6nSyZ9,2018,Technical/Professional Course
139,Shivajinagar,Anil Prakash,0.0,261000.0,,7TH PASS FROM NATIONAL HIGH SCHOOL BASAVANA GUDI 1989-90,B.B.M.P(Central),SOCIAL WORKER,House Wife,Social Work / Activism,Cound't Classify,47.0,M,IND,70,0.0644959183297399,GEN,douaNLuo,2018,Primary Education
140,Heggadadevankote,Anil Kumar C,0.0,26416899.0,29829291.0,"S.S.L.C From Talent High School, Rajappa Building, Gokul Road, Hunasuru Town, Year 2005",Mysore,Agriculture,Bank Job,Agriculture / Farming,Banking / Finance,29.0,M,INC,76652,44.81184194372504,ST,M8hNLUe7,2018,Higher Secondary Education
141,Basavakalyan,Anil Gurunath,0.0,3160000.0,,"PUC 1st Year From Basaveshwar Ind. PU College, Basavakalyan Dist.Bidar",Bidar,Pvt. Job,House hold,Not Given,Not Given,33.0,M,BBKD,441,0.3034556789562776,GEN,ZYaWNcUy,2018,Higher Secondary Education
142,Belgaum Dakshin,Anita Shankar Dodamani,0.0,228000.0,,"8TH PASS IN ENGLISH MEDIUM AT Lt.NARENDRA A. MAYEKAR GOVT. HIGH SCHOOL, SADA, VASCO, GOA STATE",Belgaum,COTTON BUSINESS AND SOCIAL SERVICE,PRIVATE CONTRACTOR AND SOCIAL SERVICE,"Business / Entrepreneurship, Social Work / Activism","Unknown, Social Work / Activism",37.0,F,IND,138,0.09405991207443,GEN,G9eHaFsU,2018,Primary Education
143,Yelburga,Annadanaraja Ayyanagouda Nadagouda,0.0,350000.0,,"BA,Karnataka University,Dharward,1986",Koppal,Agriculture,Housewife,Agriculture / Farming,Education / Academia,54.0,M,JAHP,913,0.5544523189224313,GEN,eGVA6EhK,2018,Graduate
144,Nippani,Anil Shivaji Kamate,0.0,86203.0,114389.0,9th Standard from Shridev gopal Madhayamik Vidhyalaya And Junior college Guhagar dist Ramagiri,Belgaum,Small business and Social work,"Household Work ,Small Business","Business / Entrepreneurship, Social Work / Activism",Arts / Entertainment,43.0,M,IND,110,0.0638602968923257,GEN,AJZvxF55,2018,Secondary Education
145,Shorapur,Anilkumar,0.0,4663933.0,,"DIPLOMA IN MECHINACAL ENGG. FROM K.H.K ENGG, UNIVERSITY DARWARD YEAR 1992",Yadgir,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given,52.0,M,IND,772,0.3914886711698006,ST,cgv472KW,2018,Diploma Holder
146,Mudigere,Anilkumar.N.G,0.0,99450414.0,89000.0,"PUC in Siddarth College, Bidar(1992-93).",Chikmagalur,Agriculturist,Housewife,Agriculture / Farming,Education / Academia,43.0,M,AIMEP,988,0.7523721043573616,SC,gSCVnisF,2018,Higher Secondary Education
147,Sirsi,Annappa Shivaram Kadakeri,0.0,10417500.0,496000.0,"SSLC in Janatha Vidyalaya, Sidhapura",Uttara Kannada,Own Hotel Cloth Shop,Govt.Job,Hospitality / Tourism,Not Given,43.0,M,SHS,909,0.5861528640241426,GEN,i4myDeHA,2018,Secondary Education
148,Humnabad,Ankush,8.0,7628135.0,1360000.0,"PUC from Pre-University Board, Bangalore year 1993",Bidar,"Agriculture, Social Service",Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia,48.0,M,BRPP,3644,2.2870053660526564,GEN,4gydXpAJ,2018,Higher Secondary Education
149,Humnabad,Anjum Begum,0.0,480000.0,,B.Sc From Stainly College Gunfoundary Road Hyderabad In 2004,Bidar,Readymade Business,Readymade Business,Business / Entrepreneurship,Business / Entrepreneurship,40.0,F,AIMEP,737,0.4625474628926476,GEN,Q7ABrAeh,2018,Graduate
150,Belgaum Uttar,Anil S Benake,0.0,50672539.0,1998559.0,"LLB (Spl) from R L Law College, Tilakwadi Belgaum, Karnataka University, Dharwad in 1991",Belgaum,Advocate. Legal Profession,"House wife, Business",Law / Judiciary,"Business / Entrepreneurship, Not Given",53.0,M,BJP,79060,53.626904345230834,GEN,8i4s7uUU,2018,Graduate
151,Khanapur,Anjali Nimbalkar,0.0,142954533.0,9289913.0,"MBBS FROM LOKMANYA TILAK MUNICIPAL MEDICAL COLLEGE , SION, MUMBAI YEAR 1998. MS(GYNECOLOGY) FROM DR D.Y PATIL MEDICAL COLLEGE AND UNIVERSITY , NAVI MUMBAI. YEAR 2010",Belgaum,DOCTOR,"INSPECTOR GENERAL OF POLICE, KARNATAKA STATE",Medicine / Healthcare,"Law Enforcement / Security, Military / Defense",41.0,F,INC,36649,23.764257322379216,GEN,YrwsYR86,2018,Doctorate
152,Raichur,Anjanayya Ayyalappa,1.0,25000.0,,M.Sc biotechnology bengaluru university in 2004-06,Raichur,"Agriculture, Labour",House wife,Agriculture / Farming,Not Given,39.0,M,IND,371,0.2994543634778678,GEN,oAuEKMed,2018,Postgraduate
153,Tumkur Rural,Anwar,0.0,2542000.0,,Unknown,Tumkur,social work and Hotel Busniss,House wife,"Social Work / Activism, Hospitality / Tourism",Not Given,72.0,M,IND,220,0.1276605621706937,GEN,bpazKA25,2018,Unknown
154,Aland,Ansari Jaheer,0.0,165000.0,,BCOM 2ND SEM,Gulbarga,T.V.MECANIC,Not Given,Engineering / Technology,Cound't Classify,41.0,M,IND,199,0.1239033927114918,GEN,FR68jj4V,2018,Unknown
155,Chikkodi-Sadalga,Annapurna Channappa Asurkar,0.0,399000.0,,6th pass Government School Haliyalli Taluk Karvar district,Belgaum,Social worker,business,Social Work / Activism,Business / Entrepreneurship,42.0,F,AIMEP,794,0.4430778846100189,GEN,d9vbDZSB,2018,Primary Education
156,Chikkodi-Sadalga,Annasaheb Shankar Jolle,0.0,344876995.0,,PUC Sainik School Bijapur in the year 1981,Belgaum,Business and Agriculture,Business and Agriculture,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming",55.0,M,BJP,80898,45.14372129619813,GEN,DYSig5Pp,2018,Higher Secondary Education
157,Kapu,Anupama Shenoy,0.0,1209614.0,,Master of Social Work (MSW) From Aloysius College Mangalore In 2003,Udupi,EX-DySP,Not Given,Law Enforcement / Security,Cound't Classify,37.0,F,BJC,1634,1.1312029242357111,GEN,mRZ7xdGC,2018,Postgraduate
158,Shanti Nagar,Anthony Raj S,0.0,78764039.0,29331748.0,"Bachelor of Arts, Latin Legum Baccalaureus (B.A., LLB), Al-Amen college of Law, 2014-15 (lncomplete)",B.B.M.P(Central),business,Employed,Business / Entrepreneurship,Cound't Classify,43.0,M,IND,58,0.0477680777466644,GEN,T4jpRqeV,2018,Graduate
159,Kudachi,Annappa Somanna Aigali,0.0,2643000.0,60000.0,4th Pass From Athini,Belgaum,agriculturist,housewife,Agriculture / Farming,Not Given,51.0,M,INCP,297,0.2173388070514368,SC,hYA3Q7ti,2018,Primary Education
160,Byadgi,Annayya Nagappa Chavadi,0.0,5714260.0,1350000.0,Upto 2nd PUc in Sukruti P.U. Science College Hubli in the year 2013,Haveri,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,26.0,M,JANSAMAP,380,0.2277726828625032,GEN,aDoLs2Vm,2018,Higher Secondary Education
161,Hebbal,Anjan Kumar Gowda,0.0,10000.0,,SSLC,B.B.M.P(North),JOB,Not Given,Unknown,Cound't Classify,35.0,M,INCP,702,0.4785602290544686,GEN,X9S6gNwT,2018,Secondary Education
162,Sarvagnanagar,Anwar Sharieff,0.0,1098467005.0,61033090.0,SSLC From Dayanand High School Bangalore .1978,B.B.M.P(North),Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,57.0,M,JD(S),4926,2.766001650841424,GEN,agmacDGb,2018,Higher Secondary Education
163,Belgaum Rural,Anwar K Jamadar,3.0,148000.0,,7th Pass Government Of urdhu School 1998,Belgaum,BUSINESS,Housewife,Business / Entrepreneurship,Education / Academia,33.0,M,AIMEP,517,0.2773322461766236,GEN,knTS5hf8,2018,Primary Education
164,Chikkodi-Sadalga,Appasaheb Shripati Kurane,0.0,946651.0,,PUC MK College Yaksamba 2007,Belgaum,Editor,House wife,Media / Journalism,Not Given,35.0,M,BRPP,198,0.1104904548523724,GEN,TvUEkQRW,2018,Higher Secondary Education
165,Shahapur,Anwar Hussain,0.0,2330000.0,277000.0,PUC 2nd year Govt P.U. College Shahapur in 1988-89,Yadgir,Business,House Hold,Business / Entrepreneurship,Cound't Classify,49.0,M,IND,347,0.2218244582241257,GEN,SNa4dHgJ,2018,Higher Secondary Education
166,Harapanahalli,Arasikere N Kotresh,0.0,142941491.0,52355195.0,"10 th gvt school 1992,,puc HPS Gvt colleg harappanahalli 1995,bsc farming scinece univercity darvada2000 msc farming science univercity 2002 darvada",Davangere,Bussniess and farming,bussnies,"Business / Entrepreneurship, Agriculture / Farming",Not Given,41.0,M,JD(S),37685,22.376405761991283,GEN,ANtri27L,2018,Postgraduate
167,Tirthahalli,Araga Jnanendra,1.0,21483250.0,1051002.0,B.Com State college of Shimoga yr passed 1971-1974,Shimoga,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,65.0,M,BJP,67527,43.03275554422636,GEN,YaWBowKC,2018,Graduate
168,Bangalore South,Appaji Gowda,0.0,150000.0,,5th,Bangalore Urban,Agriculture,House wife,Agriculture / Farming,Not Given,49.0,M,IND,190,0.0595135549952232,GEN,GWDZuCBx,2018,Primary Education
169,Madikeri,Appachu Ranjan M P,0.0,93982425.0,7155548.0,"Has completed PUC in Vivekananda College, Puttur (1973)",Kodagu,Coffee growers,Coffee growers,Agriculture / Farming,Agriculture / Farming,61.0,M,BJP,70631,41.68053440970624,GEN,LbFr98ES,2018,Higher Secondary Education
