,constituency,name,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category
116,Bagalkot,Parashuram Laxman Neelnaik,0,3510000,500000,Higher Secondary Education,"12th (Commerce) P M Nadagowda Art Commerce PU Collage, Bagalkot. Year-1991",Bagalkot,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,47,M,BRPP,931,0.576431326658865,GEN
117,Bagalkot,Mohammedsaleem Dongrisab Pathan,0,208000,,Higher Secondary Education,"12th (Art)Fail From Anjuman Art Commerce PU Collage, Bagalkote. Year 1994",Bagalkot,Private Work,Not Given,Business / Entrepreneurship,Cound't Classify,44,M,IND,756,0.468079573527499,GEN
118,Bagalkot,Hireamath Veerabhadrayya Rudrayya,0,2795000,842000,Higher Secondary Education,PUC From SGMK College Badami,Bagalkot,Agricultural and LIC AGENT,House wife,"Agriculture / Farming, Banking / Finance",Not Given,39,M,IND,388,0.240231315514113,GEN
119,Bagalkot,Mallinath Irannayya Hiremath,0,4635000,2946145,Postgraduates,"M.Sc, Computer Science, Basaveshwara Science Collage Bagalkote. Year 2006",Bagalkot,Lecturer,House wife,Education / Academia,Not Given,36,M,PPRP,236,0.146120078508584,GEN
120,Bagalkot,Manohar Somappa Meti,0,7380000,892000,Higher Secondary Education,"12th Pass, Bembalagi PU Collage, Ramadurga. Year 1978-79, SSLC, VBC High School, Muddebihala, Year 1977-78",Bagalkot,Agriculture,Housewife,Agriculture / Farming,Education / Academia,57,M,IND,227,0.140547702633257,GEN
121,Bagalkot,Amarasab Noorsab Punekar,0,188000,390000,Illiterate,Literacy Movement,Bagalkot,Fabrication Business,Not Given,Business / Entrepreneurship,Cound't Classify,40,M,IND,201,0.124449727882311,GEN
122,Bagalkot,Mosheenkhan Muniraahmad Khaji,0,270000,,Secondary Education,"10th Pass From Basaveshwara High School, Bagalagote. Year 2007",Bagalkot,Business,Housewife,Business / Entrepreneurship,Education / Academia,29,M,INCP,182,0.11268582325662,GEN
123,Bagalkot,Babusha Dastagirasab Rolli Urf R.D Babu,1,3299000,680000,Higher Secondary Education,"12th Pass (Art), Sankrappa Sakri PU Collage, Bagalkote. Year 1992",Bagalkot,Actor and Agriculture,Govt. Empolyee,"Arts / Entertainment, Agriculture / Farming",Cound't Classify,44,M,IND,171,0.10587514163122,GEN
124,Bagalkot,Nagaraj Shivaputrappa Kalakutagar,0,536572,,Postgraduates,Msc (Geography) From Karnataka University M. Tech(GTS) From Bharathidasan University In 2007,Bagalkot,Unemployed,Housewife,Unknown,Education / Academia,37,M,IND,149,0.0922537783804199,GEN
125,Bagepalli,S.N. Subba Reddy,0,1575719617,313176868,Secondary Education,"SSLC from Govt High School Gulur Bagepalli Taluk Year 1983, TCH from Venkatesh TCH Training College, Marathahalli Bangalore Year 1986",Chikkaballapur,Hotel Business,Hotel Business,Hospitality / Tourism,Hospitality / Tourism,52,M,INC,65710,39.938490712827,GEN
126,Bagepalli,G.V. Sreeramareddy,0,5251441,1536516,Graduates,"BA ,LLB",Chikkaballapur,social work,Not Given,Social Work / Activism,Cound't Classify,66,M,CPM,51697,31.4213993970631,GEN
127,Bagepalli,Dr. C. R. Manohar,0,1367850358,484419105,Graduates,"B.A. S.V GRADE COLLAGE ,SARJAPURA BANGLOURE UNIVERSITY",Chikkaballapur,"AGRICULTURIST,FLORICULTURE AND BUSINESS",HOUSE WIFE AGRICULTURE,"Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Not Given",38,M,JD(S),38302,23.2799280365652,GEN
128,Bagepalli,Sai Kumar P,0,58815340,1825000,Postgraduates,"M.A. in Public Administration, Presidency College, Chennai University year 1981-83, Bachelor of Arts, Govt Arts College, Chennai year 1978-81, PUC, Govt Arts College, Chennai year 1977-78",Chikkaballapur,"Film Actor, Tv Anchor",Producer,Arts / Entertainment,Arts / Entertainment,56,M,BJP,4140,2.5162890207138,GEN
129,Bagepalli,Tahseen Taj,0,220000,,Illiterate,SSLC Failed,Chikkaballapur,House Wife,Real Estate,Cound't Classify,Construction / Real Estate,34,F,SP,851,0.517237187591169,GEN
130,Bagepalli,Gunjuru R Srinivasareddy,0,1107591132,82761902,Higher Secondary Education,"PUC in Visheshwaraya Art Commercial College, Bangalore-1988-90",Chikkaballapur,Agriculturist Business,Not Given,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify,48,M,IND,845,0.513590391908975,GEN
131,Bagepalli,A. N. Narendra Melina Appireedy Halli,0,85000,1600,Technical/Professional Courses,ITI Electrical,Chikkaballapur,Electrical Contractor,Not Given,Engineering / Technology,Cound't Classify,31,M,IND,720,0.437615481863269,GEN
132,Bagepalli,NOTA,,,,,,,,,,,,,NOTA,680,0.413303510648643,GEN
133,Bagepalli,T. S .Somashekar,0,245000,,Graduates,"B.COM Graduate From National College Bagepalli, In the Year-2007-08.",Chikkaballapur,Small Business,Not Given,Business / Entrepreneurship,Cound't Classify,32,M,IND,424,0.257706894875036,GEN
134,Bagepalli,T. Ramappa,0,20000,,Unknown,Unknown,Chikkaballapur,labour,Labour,Cound't Classify,Cound't Classify,50,M,IND,300,0.182339784109695,GEN
135,Bagepalli,R. Muniraju.,,,,,,,,,,,59,M,SJPL,190,0.115481863269473,GEN
136,Bagepalli,Uttamkumar. V,0,30000,,Primary Education,5th Standard,Chikkaballapur,Not Given,Not Given,Cound't Classify,Cound't Classify,43,M,IND,155,0.094208888456676,GEN
137,Bagepalli,V. Narasimhamurthy,0,251000,,Graduates,BA LLB,Chikkaballapur,Lawyer,Not Given,Law / Judiciary,Cound't Classify,36,M,LAD,141,0.0856996985315569,GEN
138,Bagepalli,S. N. Govinda Reddy,0,16132011,336000,Graduates,"BA in Bengaluru University,1983",Chikkaballapur,Business,Housewife,Business / Entrepreneurship,Education / Academia,58,M,IND,133,0.0808373042886317,GEN
139,Bagepalli,H. N. Ramakrishna Reddy,0,1685000,600000,Secondary Education,"S.S.L.C. From Government High School, Bagepalli, In the year 1968-69.",Chikkaballapur,Agriculture and Social Service,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify,71,M,PPOI,126,0.0765827093260721,GEN
140,Bagepalli,B. A. Babajan,,,,,,,,,,,38,M,AIMEP,114,0.0692891179616843,GEN
141,Bailhongal,Koujalagi Mahantesh Shivanand,0,69225044,3280224,Postgraduates,"LLB (Spl) from Karnataka University Law College, Karnataka University Dharwad Year 2002, B.Com from K R CE Society B M P Commerce College Bailhongal, Karnataka University Dharwad Year 1998",Belgaum,Advocate anf Agriculturist,Dairy,"Law / Judiciary, Agriculture / Farming",Medicine / Healthcare,47,M,INC,47040,32.4861878453038,GEN
142,Bailhongal,Jagdish Channappa Metgud,0,22156034,255650000,Graduates,B.Com graduate Lingaraju College Belagaum 1981-1982,Belgaum,Agriculture and Business,Agriculture and Housewife,"Agriculture / Farming, Business / Entrepreneurship",Agriculture / Farming,58,M,IND,41918,28.9488950276243,GEN
143,Bailhongal,Vishwanath Iranagouda Patil,0,72158009,18902983,Graduates,"M.B.B.S From Jawaharlal Nehru Medical College Belagavi, Karnatak University Dharwad In 1992",Belgaum,Agricultural Public Servant,Home Maker Agriculture,"Agriculture / Farming, Politics / Public Service","Hospitality / Tourism, Agriculture / Farming",54,M,BJP,37498,25.896408839779,GEN
144,Bailhongal,Shankar Bharamappa Madalagi,2,18518787,5459269,Graduates,"B.A. From Anjuman College Dharwad, Year- 1989",Belgaum,Agriculture and LIC agent,housewife,"Agriculture / Farming, Banking / Finance",Not Given,51,M,JD(S),13548,9.35635359116022,GEN
145,Bailhongal,Sunil L. Guddakayu,0,7484000,,Graduates,"B.Sc in Karnataka Mahavidhyalaya, Gokak,Dharward passed In 2007",Belgaum,Social Services,House Wife,Social Work / Activism,Cound't Classify,33,M,IND,1767,1.22030386740331,GEN
146,Bailhongal,NOTA,,,,,,,,,,,,,NOTA,1352,0.933701657458563,GEN
147,Bailhongal,Duragamma Basappa Yarazaravi,0,424085,95580,Secondary Education,SSLC- MKCR passed yr 1992,Belgaum,Social Services,Not Given,Social Work / Activism,Cound't Classify,41,F,AIMEP,984,0.679558011049723,GEN
148,Bailhongal,Mahadev Somappa Karabasannavar,0,1280000,150000,Secondary Education,"SSLC High School, Hossur Taluk -1983",Belgaum,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,48,M,IND,693,0.478591160220994,GEN
149,Bangalore South,M Krishnappa,0,819461682,138154431,Secondary Education,"SSLC,JSS school",Bangalore Urban,Legislature and social service,Industrialist,"Politics / Public Service, Social Work / Activism",Business / Entrepreneurship,55,M,BJP,152427,47.7445928802994,GEN
150,Bangalore South,R K Ramesh,2,361047659,102921772,Diploma Holders,"SSLC from Secondary Education Board, Karnataka in 1985, ITI from Technical Education Board, Reddy Jana Sangha, Koramangala, Karnataka in 1987",Bangalore Urban,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,48,M,INC,122068,38.2352664797732,GEN
151,Bangalore South,R Prabhakar Reddy,2,2272577671,2830840855,Graduates,B.SC FROM BANGALORE UNIVERSITY VV PURAM COLLEGE BANGALORE 1995,Bangalore Urban,BUSINESS (REAL ESTATE),House Wife,"Business / Entrepreneurship, Construction / Real Estate",Cound't Classify,45,M,JD(S),36138,11.3194781600914,GEN
152,Bangalore South,NOTA,,,,,,,,,,,,,NOTA,3952,1.23788194390064,GEN
153,Bangalore South,K Abhishek,0,1971849,,Graduates,Bechelor of Engineering (Computer Science Engineering) from Visveswaraiah Technological University in 2009,Bangalore Urban,Software Engineer,Not Given,Information Technology,Cound't Classify,30,M,AVIRP,824,0.258100891137178,GEN
154,Bangalore South,D K Shivashankar,0,9593500,1200000,Literate,8th From government school,Bangalore Urban,social service,housewife,Social Work / Activism,Not Given,44,M,IND,746,0.233669010665455,GEN
155,Bangalore South,Sreenivasu,0,483500,,Diploma Holders,"Diploma (Electronic and Communication) K.S. Polytechnic, Ragunahalli.",Bangalore Urban,Own Business,Housewife,Business / Entrepreneurship,Education / Academia,41,M,IND,533,0.166951183223442,GEN
156,Bangalore South,Anbu,0,7737400,,Secondary Education,SSLC from Anantapuram Govt. School in 1980,Bangalore Urban,Scrap Trading-Proprietor,House Wife,Business / Entrepreneurship,Cound't Classify,52,M,IND,479,0.150036804435326,GEN
157,Bangalore South,Sirajuddin,0,585403,,Postgraduates,"LLB from Karnataka State Law University, BA from Bangalore University",Bangalore Urban,Advocate (Profession),House wife,Law / Judiciary,Not Given,37,M,AIMEP,380,0.119027109990446,GEN
158,Bangalore South,M Krishanappa,0,7200000,,Secondary Education,10 th nithayananda high school jigani anekal tq -1985-86,Bangalore Urban,Agriculture,House wife,Agriculture / Farming,Not Given,49,M,IND,379,0.118713880753629,GEN
159,Bangalore South,Chand Bhasha,0,11000,,Secondary Education,8th vidhyavikasa high school begur-1981,Bangalore Urban,Labour,House wife,Cound't Classify,Not Given,50,M,RPSN,344,0.107750857465035,GEN
160,Bangalore South,R Rajesh,0,2195000,,Secondary Education,"10th standard in Banashankari Vidya Peeta, Bangalore(1996).",Bangalore Urban,Paint Work,Housewife,Business / Entrepreneurship,Education / Academia,38,M,IND,311,0.0974142926500759,GEN
161,Bangalore South,Manjunath K H,0,11038000,920000,Graduates,"B.E in Dr. AIT, Bangalore (2004-2008).",Bangalore Urban,Construction Business,Housewife,Construction / Real Estate,Education / Academia,32,M,IND,276,0.0864512693614822,GEN
162,Bangalore South,V Chethan,0,9415000,950000,Graduates,"B.com From APSC College, NR Colony",Bangalore Urban,Business,Self Employed,Business / Entrepreneurship,Business / Entrepreneurship,32,M,KP,208,0.0651516812579286,GEN
163,Bangalore South,Appaji Gowda,0,150000,,Primary Education,5th,Bangalore Urban,Agriculture,House wife,Agriculture / Farming,Not Given,49,M,IND,190,0.0595135549952232,GEN
164,Bangarapet,S N Narayana Swamy K M,0,159650798,16686463,Secondary Education,"SSLC from Govt. Boys Junior College, Bangarpet",Kolar,Business Agricultural,"House wife, Business Agricultural","Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming, Arts / Entertainment",50,M,INC,71171,45.2880014253716,SC
165,Bangarapet,M Mallesh Babu,0,120951392,26943291,Postgraduates,MBA BANGLOUR UNIVERSITY,Kolar,business retail outlet of IOCL (petrol bank),agriculturist,"Business / Entrepreneurship, Banking / Finance",Agriculture / Farming,43,M,JD(S),49300,31.3709020566076,SC
166,Bangarapet,Venkatamuniyappa B P,0,100023500,16600000,Primary Education,8th Std,Kolar,"Agriculture,Social Service,Business",Housewife,"Agriculture / Farming, Social Work / Activism, Business / Entrepreneurship",Education / Academia,64,M,BJP,33554,21.3513031969049,SC
167,Bangarapet,NOTA,,,,,,,,,,,,,NOTA,1127,0.717140093667277,SC
168,Bangarapet,G.Chikkanarayana,,,,,,,,,,,42,M,RPSN,404,0.257075951944614,SC
169,Bangarapet,C.Venkateshappa,0,2419000,,Secondary Education,SSLC,Kolar,Retired officer,House wife,Consulting / Advisory,Not Given,65,M,IND,353,0.224623294644675,SC
170,Bangarapet,K M Ramakrishnappa,0,19100000,800500,Primary Education,Ninth,Kolar,Busniss,House wife,Business / Entrepreneurship,Not Given,44,M,IND,313,0.199170230095703,SC
171,Bangarapet,Srinivasa,0,1986571,184000,Secondary Education,7th Standard,Kolar,Agriculture and social work,House wife,"Agriculture / Farming, Social Work / Activism",Not Given,40,M,AIMEP,312,0.198533903481979,SC
172,Bangarapet,M Narayanaswamy,0,55500,,Primary Education,2nd Standard,Kolar,Labour,Not Given,Cound't Classify,Cound't Classify,52,M,IND,299,0.190261657503563,SC
173,Bangarapet,Venkatesh,0,12000,,Primary Education,9th,Kolar,self emplayee,House wife,Cound't Classify,Not Given,49,M,IND,169,0.107539197719405,SC
174,Bangarapet,R Rajendra,0,700000,0,Literate,2nd stndrad,Kolar,Carpenters,House wife,Construction / Real Estate,Not Given,48,M,IND,150,0.0954489920586438,SC
175,Bantval,Rajesh Naik,1,215387804,63176074,Higher Secondary Education,"PUC- St.Ellocious JR College Mangalore Dergee J.S.S College ,Mysore In year 1976-1978",Dakshina Kannada,AGRICULTURE AND BUSINESS,AGRICULTURE,"Agriculture / Farming, Business / Entrepreneurship",Agriculture / Farming,59,M,BJP,97802,53.573991399852,GEN
176,Bantval,Ramanatha Rai,1,62590557,,Graduates,"1977-B.A Mysore University, PUC Govt Pre university college in 1970-77",Dakshina Kannada,Agriculture and Minister of Karnataka Government,Agriculture,"Agriculture / Farming, Politics / Public Service",Agriculture / Farming,66,M,INC,81831,44.8253950864123,GEN
177,Bantval,NOTA,,,,,,,,,,,,,NOTA,946,0.518199994522198,GEN
178,Bantval,Shameer,6,4410000,,Primary Education,1st to 7th Std Studied From Infant Jisus Higher Primary School and 8th 9th From Deepika High School,Dakshina Kannada,BUSINESS,House wife,Business / Entrepreneurship,Not Given,38,M,AIMEP,760,0.416312892005149,GEN
179,Bantval,Balakrishna Poojary,0,290000,,Higher Secondary Education,"S.S.L.C From-Govt.,Pre University College ,Mudipu ,Kurnad",Dakshina Kannada,Agriculture worker,Not Given,Agriculture / Farming,Cound't Classify,48,M,LAD,713,0.390567226315357,GEN
180,Bantval,Ibrahim Kailar,0,6555000,25000,Secondary Education,7TH FROM GOVERNMENT HIGH SCHOOL KUVETTU,Dakshina Kannada,BUSINESS,House Wife,Business / Entrepreneurship,Cound't Classify,46,M,IND,503,0.275533400892881,GEN
181,Basavakalyan,B. Narayanrao,0,86670111,,Graduates,"B.A. Passed From BVB Collge Bidar, Karnatak University Dharwad",Bidar,Agriculture Social Worker,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify,63,M,INC,61425,42.2670409974815,GEN
182,Basavakalyan,Mallikarjun Khuba,0,150543212,27929300,Secondary Education,"SSLC From Shri Basaveshwar High School, Basavakalyan in the year 1993",Bidar,Social Service Business,House Hold,"Business / Entrepreneurship, Social Work / Activism",Cound't Classify,41,M,BJP,44153,30.3820376257517,GEN
183,Basavakalyan,P.G.R. Sindhia,0,93379685,5000000,Graduates,Bachelors in Civil Engineering from RV College of Engineering Bangalore in 1972,Bidar,Agriculturalist,Home Maker,Agriculture / Farming,Not Given,68,M,JD(S),31414,21.616228341797,GEN
184,Basavakalyan,Deepak Malgar,0,6007000,966826,Postgraduates,M.TECH IN MECHANICAL ENGINEERING VTU BELGAUM 2014,Bidar,ASSISTANT PROFESSOR,SENIOR TESTING ENGINEERING,Education / Academia,"Engineering / Technology, Information Technology",33,M,AAAP,1747,1.2021248778608,GEN
185,Basavakalyan,NOTA,,,,,,,,,,,,,NOTA,1410,0.970232442921431,GEN
186,Basavakalyan,Shrimanthrao,0,50000,,Postgraduates,"M.Com.,L.L.B.Maratawada University .",Bidar,Senior Citizen,Senior Citizen,Cound't Classify,Cound't Classify,66,M,IND,840,0.578010817059576,GEN
187,Basavakalyan,Ram Indrajeet,0,7850000,,Secondary Education,9th Pass From Raghunath Maharaj High School Hulsoor,Bidar,Agriculture Social Service,Household Agriculture,"Social Work / Activism, Agriculture / Farming",Agriculture / Farming,47,M,NCP,783,0.53878865447339,GEN
188,Basavakalyan,Purushottam,0,17000,,Secondary Education,S S L C FROM NATIONAL HIGH SCHOOL BIDAR IN 2008,Bidar,BUSINESS,UNMARRIED,Business / Entrepreneurship,Not Given,27,M,AIMEP,749,0.515392978544788,GEN
189,Basavakalyan,Ajinkya Mulay,0,6960000,500000,Secondary Education,"SSLC Frp, Dnyaneshwar Vidyalaya, Turori Tq,Omerga District, Osmanabad",Bidar,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,33,M,BMUP,655,0.45071081568336,GEN
190,Basavakalyan,Chandrakanth Gyanoba Rane,0,1110000,100000,Diploma Holders,Diploma in Electronics and Communication Egg. from APS Polytechnic College Bangalore,Bidar,Business,Household,Business / Entrepreneurship,Not Given,48,M,IND,490,0.337172976618086,GEN
191,Basavakalyan,Babu Pasha Moinoddin,0,1666000,,Unknown,Unknown,Bidar,Agriculture,Household,Agriculture / Farming,Not Given,45,M,IND,443,0.304831895187371,GEN
192,Basavakalyan,Anil Gurunath,0,3160000,,Higher Secondary Education,"PUC 1st Year From Basaveshwar Ind. PU College, Basavakalyan Dist.Bidar",Bidar,Pvt. Job,House hold,Not Given,Not Given,33,M,BBKD,441,0.303455678956277,GEN
193,Basavakalyan,Vijay Kumar,0,1150000,,Secondary Education,9th Pass From Jawahar Education Society Kalaburagi,Bidar,Contractor,House hold,Consulting / Advisory,Not Given,49,M,IND,418,0.287629192298694,GEN
194,Basavakalyan,C. Narayan,0,1282000,,Primary Education,9th pass from Govt High School Kannada medium Basavakalyan-1984,Bidar,Social Service and Business,House Hold,"Social Work / Activism, Business / Entrepreneurship",Cound't Classify,52,M,IND,358,0.246342705365867,GEN
195,Basavana Bagevadi,Shivanand S Patil,0,144016624,31919726,Diploma Holders,"Diploma in Pharmacy from Kle's J N Medical College, Belgaum in 1981",Bijapur,Medical Business Agriculture,Private Job Agriculture,"Business / Entrepreneurship, Medicine / Healthcare, Agriculture / Farming",Agriculture / Farming,56,M,INC,58647,39.7865729559577,GEN
196,Basavana Bagevadi,Somanagouda Basanagouda Patil,0,23726546,7143000,Higher Secondary Education,PUC FROM KETAL COLLAGE DARWADA YEAR 1979,Bijapur,AGRICULTURIST,AGRICULTURIST AND HOUSEWIFE,Agriculture / Farming,Agriculture / Farming,57,M,JD(S),55461,37.6251662098721,GEN
197,Basavana Bagevadi,Sangaraj Annasaheb Desai,0,318998612,,Graduates,"B Com. From A.S Patil Collage of Commerce, Bijapur, Karnataka University, Dharwar. Year-1998",Bijapur,Agriculture Business,Housewife Business,"Agriculture / Farming, Business / Entrepreneurship",Business / Entrepreneurship,43,M,BJP,25501,17.3000732680252,GEN
198,Basavana Bagevadi,Yallappa Basappa Gundakarjagi,0,8674550,600000,Higher Secondary Education,"PUC from New Hard College Ukkali, Year 2008",Bijapur,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,28,M,IND,3008,2.04065018588369,GEN
199,Basavana Bagevadi,NOTA,,,,,,,,,,,,,NOTA,1684,1.1424384684269,GEN
