,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
115,Karwar,Anand Asnotikar,JD(S),37.0,0.0,720938005.0,34722415.0,Postgraduates,"M.A. Degree examination from karnataka state open university, Mysore. 2010",Uttara Kannada,Business,House hold,Business / Entrepreneurship,Not Given
116,Davanagere North,Anand M,JD(S),34.0,0.0,55682685.0,15578355.0,Secondary Education,"10 th-Govt Degree College,Kunigal T., Year -1998-99",Davangere,Industrialist,Industrialist,Business / Entrepreneurship,Business / Entrepreneurship
117,Kunigal,Anand Patel Hulikatte,Karnataka Rajya Ryota Sangha,35.0,2.0,3356500.0,1100000.0,Higher Secondary Education,"1st PUC From Govt. First Grade Collage, Huliyurudurga, Kunigal Tq.",Tumkur,Social Worker and Agriculture,House Wife,"Social Work / Activism, Agriculture / Farming",Cound't Classify
118,Malleshwaram,Anand M.B.,Kannada Paksha,49.0,0.0,413472.0,,Higher Secondary Education,PUC Veerasheva College,B.B.M.P(North),Own Computer Servicing,Central Govt in RWF,Information Technology,Military / Defense
119,Kittur,Anand Irappa Hampannavar,Aam Aadmi Party,27.0,0.0,60000.0,,Postgraduates,MA FROM SOUTH INDIA HINDI PRACHAR SABHA MADRAS UNIVERSITY 2018,Belgaum,NO EMPLOYMENT,Not Given,Not Given,Cound't Classify
120,Bellary City,Ane Narayana Swamy,IND,44.0,0.0,21000.0,,Secondary Education,"SSLC, From M.A.K. Hajad Government High School, Kote, Bellary, Year-1991-1992",Bellary,"Wage, Social Worker",Housewife,Social Work / Activism,Education / Academia
121,Yadgir,Ananthareddi,IND,34.0,0.0,1114000.0,,Primary Education,4th Pass,Yadgir,AGRICULTURE AND SOCIAL SERVICE,House wife,"Agriculture / Farming, Social Work / Activism",Not Given
122,Yellapur,Andalagi Veerabhadragouda Shivanagouda Patil,BJP,59.0,0.0,10448801.0,,Secondary Education,10 TH PASS IN 1975-76 FROM Government SamuKtha Junior College,Uttara Kannada,AGRICULTURE,HOMEWORK AGRICULTURE,Agriculture / Farming,Agriculture / Farming
123,Tiptur,Ananthashayana.A.T.,IND,61.0,0.0,4404000.0,355000.0,Postgraduates,M.A From Bangalore University,Tumkur,Agriculture,Job Typing,Agriculture / Farming,Unknown
124,Gauribidanur,Anantha G (P.T.Master),RPI(A),57.0,0.0,227500.0,,Graduates,Physical Educational Training College Gauribidanur Town May 1987-88,Chikkaballapur,DAILY WAGES AND Social worker,Housewife,"Unknown, Social Work / Activism",Education / Academia
125,Bangalore South,Anbu,IND,52.0,0.0,7737400.0,,Secondary Education,SSLC from Anantapuram Govt. School in 1980,Bangalore Urban,Scrap Trading-Proprietor,House Wife,Business / Entrepreneurship,Cound't Classify
126,Saundatti Yellamma,Anandkumar Santoshchand Chopra,IND,51.0,2.0,11424524.0,2028632.0,Secondary Education,"SSLC From S.K. High School Savadatti , Year- 1994",Belgaum,Own Business,House Wife,Business / Entrepreneurship,Cound't Classify
127,Vijayanagara,Anand Singh,INC,52.0,16.0,1175138443.0,270108699.0,Higher Secondary Education,"PUC from Corporation Pre-University College, Magadi Road Bangalore Year 1993",Bellary,"Business, Agriculture","Business, Agriculture Land Lady","Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming"
128,Raybag,Anantkumar Yamanappa Byakud,IND,33.0,0.0,4120944.0,1742836.0,Graduates,BA From Karnataka State open University Mysore,Belgaum,SELF EMPLOYEE AGRICULTURE,Not Given,Agriculture / Farming,Cound't Classify
129,Hubli-Dharwad Central,Anandraj Dokka,IND,64.0,0.0,1580500.0,,Primary Education,"9th,St Peters telgu Primary High School,Year-1971",Dharwad,Rtd Employee,Not Given,Cound't Classify,Cound't Classify
130,Pulakeshinagar,Anbarasan.D.,IND,54.0,0.0,2656420.0,,Primary Education,7th Standard From St. Arphones School at Bangalore,B.B.M.P(North),Civil work,House wife,Construction / Real Estate,Not Given
131,Davanagere North,Anandappa Jyothi,SHS,34.0,2.0,11649354.0,250000.0,Graduates,"B.A(Arts) From Bangalore University College, Bangalore, Bangalore University in the Year of 2013-14",Davangere,Cement and Iron Business,Government Employee(Teacher),"Business / Entrepreneurship, Construction / Real Estate",Education / Academia
132,Ramdurg,Angadi Siddappa Marithammappa,Indian New Congress Party,39.0,0.0,1095000.0,,Secondary Education,"SSLC in MSS high school, Mallur -1993",Belgaum,Agriculturist rental income,House Wife,Agriculture / Farming,Cound't Classify
133,Sullia,Angara.S,BJP,54.0,0.0,10993945.0,1240103.0,Secondary Education,8TH PASS FROM CHIKKODI HIGH SCHOOL DATE 26-08-1981,Dakshina Kannada,AGRICULTURIST AND SOCIAL SERVICE,HOUSE WIFE,"Agriculture / Farming, Social Work / Activism",Not Given
134,Narasimharaja,Anil Kumar S,Bhaarateeya Janashakthi Congress,39.0,0.0,2405000.0,190000.0,Doctorates,M.Phil from University of Mysore-2009,Mysore,Teaching Profession,No,Education / Academia,Cound't Classify
135,Gadag,Anil Mensinakai,BJP,43.0,6.0,68102829.0,53738120.0,Higher Secondary Education,"PUC ,KVSR college Gadag ,batch(1994)",Gadag,Real Estate Developer,Business,Construction / Real Estate,Business / Entrepreneurship
136,Shikaripura,Anil M R,IND,36.0,1.0,741000.0,,Vocational Training,"J.O.D.C ,Tharabalu Vidhya trust,Sirigare .Year-2001",Shimoga,Photographer,Housewife,Arts / Entertainment,Education / Academia
137,Shivajinagar,Anil Prakash,IND,47.0,0.0,261000.0,,Secondary Education,7TH PASS FROM NATIONAL HIGH SCHOOL BASAVANA GUDI 1989-90,B.B.M.P(Central),SOCIAL WORKER,House Wife,Social Work / Activism,Cound't Classify
138,Heggadadevankote,Anil Kumar C,INC,29.0,0.0,26416899.0,29829291.0,Secondary Education,"S.S.L.C From Talent High School, Rajappa Building, Gokul Road, Hunasuru Town, Year 2005",Mysore,Agriculture,Bank Job,Agriculture / Farming,Banking / Finance
139,Basavakalyan,Anil Gurunath,Bhartiya Bahujan Kranti Dal,33.0,0.0,3160000.0,,Higher Secondary Education,"PUC 1st Year From Basaveshwar Ind. PU College, Basavakalyan Dist.Bidar",Bidar,Pvt. Job,House hold,Not Given,Not Given
140,Belgaum Dakshin,Anita Shankar Dodamani,IND,33.0,0.0,228000.0,,Primary Education,"8TH PASS IN ENGLISH MEDIUM AT Lt.NARENDRA A. MAYEKAR GOVT. HIGH SCHOOL, SADA, VASCO, GOA STATE",Belgaum,COTTON BUSINESS AND SOCIAL SERVICE,PRIVATE CONTRACTOR AND SOCIAL SERVICE,"Business / Entrepreneurship, Social Work / Activism","Unknown, Social Work / Activism"
141,Yelburga,Annadanaraja Ayyanagouda Nadagouda,Janahitha Paksha,54.0,0.0,350000.0,,Graduates,"BA,Karnataka University,Dharward,1986",Koppal,Agriculture,Housewife,Agriculture / Farming,Education / Academia
142,Nippani,Anil Shivaji Kamate,IND,43.0,0.0,86203.0,114389.0,Secondary Education,9th Standard from Shridev gopal Madhayamik Vidhyalaya And Junior college Guhagar dist Ramagiri,Belgaum,Small business and Social work,"Household Work ,Small Business","Business / Entrepreneurship, Social Work / Activism",Arts / Entertainment
143,Shorapur,Anilkumar,IND,52.0,0.0,4663933.0,,Diploma Holders,"DIPLOMA IN MECHINACAL ENGG. FROM K.H.K ENGG, UNIVERSITY DARWARD YEAR 1992",Yadgir,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given
144,Mudigere,Anilkumar.N.G,All India Mahila Empowerment Party,43.0,0.0,99450414.0,89000.0,Higher Secondary Education,"PUC in Siddarth College, Bidar(1992-93).",Chikmagalur,Agriculturist,Housewife,Agriculture / Farming,Education / Academia
145,Sirsi,Annappa Shivaram Kadakeri,SHS,43.0,0.0,10417500.0,496000.0,Secondary Education,"SSLC in Janatha Vidyalaya, Sidhapura",Uttara Kannada,Own Hotel Cloth Shop,Govt.Job,Hospitality / Tourism,Not Given
146,Humnabad,Ankush,Bharatiya Republican Paksha,48.0,8.0,7628135.0,1360000.0,Higher Secondary Education,"PUC from Pre-University Board, Bangalore year 1993",Bidar,"Agriculture, Social Service",Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia
147,Humnabad,Anjum Begum,All India Mahila Empowerment Party,40.0,0.0,480000.0,,Graduates,B.Sc From Stainly College Gunfoundary Road Hyderabad In 2004,Bidar,Readymade Business,Readymade Business,Business / Entrepreneurship,Business / Entrepreneurship
148,Belgaum Uttar,Anil S Benake,BJP,53.0,0.0,50672539.0,1998559.0,Postgraduates,"LLB (Spl) from R L Law College, Tilakwadi Belgaum, Karnataka University, Dharwad in 1991",Belgaum,Advocate. Legal Profession,"House wife, Business",Law / Judiciary,"Business / Entrepreneurship, Not Given"
149,Khanapur,Anjali Nimbalkar,INC,41.0,0.0,142954533.0,9289913.0,Doctorates,"MBBS FROM LOKMANYA TILAK MUNICIPAL MEDICAL COLLEGE , SION, MUMBAI YEAR 1998. MS(GYNECOLOGY) FROM DR D.Y PATIL MEDICAL COLLEGE AND UNIVERSITY , NAVI MUMBAI. YEAR 2010",Belgaum,DOCTOR,"INSPECTOR GENERAL OF POLICE, KARNATAKA STATE",Medicine / Healthcare,"Law Enforcement / Security, Military / Defense"
150,Raichur,Anjanayya Ayyalappa,IND,39.0,1.0,25000.0,,Postgraduates,M.Sc biotechnology bengaluru university in 2004-06,Raichur,"Agriculture, Labour",House wife,Agriculture / Farming,Not Given
151,Tumkur Rural,Anwar,IND,72.0,0.0,2542000.0,,Unknown,Unknown,Tumkur,social work and Hotel Busniss,House wife,"Social Work / Activism, Hospitality / Tourism",Not Given
152,Aland,Ansari Jaheer,IND,41.0,0.0,165000.0,,Graduates,BCOM 2ND SEM,Gulbarga,T.V.MECANIC,Not Given,Engineering / Technology,Cound't Classify
153,Chikkodi-Sadalga,Annapurna Channappa Asurkar,All India Mahila Empowerment Party,42.0,0.0,399000.0,,Primary Education,6th pass Government School Haliyalli Taluk Karvar district,Belgaum,Social worker,business,Social Work / Activism,Business / Entrepreneurship
154,Chikkodi-Sadalga,Annasaheb Shankar Jolle,BJP,55.0,0.0,344876995.0,,Higher Secondary Education,PUC Sainik School Bijapur in the year 1981,Belgaum,Business and Agriculture,Business and Agriculture,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming"
155,Kapu,Anupama Shenoy,Bhaarateeya Janashakthi Congress,37.0,0.0,1209614.0,,Postgraduates,Master of Social Work (MSW) From Aloysius College Mangalore In 2003,Udupi,EX-DySP,Not Given,Law Enforcement / Security,Cound't Classify
156,Shanti Nagar,Anthony Raj S,IND,43.0,0.0,78764039.0,29331748.0,Graduates,"Bachelor of Arts, Latin Legum Baccalaureus (B.A., LLB), Al-Amen college of Law, 2014-15 (lncomplete)",B.B.M.P(Central),business,Employed,Business / Entrepreneurship,Cound't Classify
157,Kudachi,Annappa Somanna Aigali,Indian New Congress Party,51.0,0.0,2643000.0,60000.0,Primary Education,4th Pass From Athini,Belgaum,agriculturist,housewife,Agriculture / Farming,Not Given
158,Byadgi,Annayya Nagappa Chavadi,Jana Samanyara Party (Karnataka),26.0,0.0,5714260.0,1350000.0,Higher Secondary Education,Upto 2nd PUc in Sukruti P.U. Science College Hubli in the year 2013,Haveri,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
159,Hebbal,Anjan Kumar Gowda,Indian New Congress Party,35.0,0.0,10000.0,,Secondary Education,SSLC,B.B.M.P(North),JOB,Not Given,Unknown,Cound't Classify
160,Sarvagnanagar,Anwar Sharieff,JD(S),57.0,0.0,1098467005.0,61033090.0,Secondary Education,SSLC From Dayanand High School Bangalore .1978,B.B.M.P(North),Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
161,Belgaum Rural,Anwar K Jamadar,All India Mahila Empowerment Party,33.0,3.0,148000.0,,Literate,7th Pass Government Of urdhu School 1998,Belgaum,BUSINESS,Housewife,Business / Entrepreneurship,Education / Academia
162,Chikkodi-Sadalga,Appasaheb Shripati Kurane,Bharatiya Republican Paksha,35.0,0.0,946651.0,,Higher Secondary Education,PUC MK College Yaksamba 2007,Belgaum,Editor,House wife,Media / Journalism,Not Given
163,Shahapur,Anwar Hussain,IND,49.0,0.0,2330000.0,277000.0,Higher Secondary Education,PUC 2nd year Govt P.U. College Shahapur in 1988-89,Yadgir,Business,House Hold,Business / Entrepreneurship,Cound't Classify
164,Harapanahalli,Arasikere N Kotresh,JD(S),41.0,0.0,142941491.0,52355195.0,Postgraduates,"10 th gvt school 1992,,puc HPS Gvt colleg harappanahalli 1995,bsc farming scinece univercity darvada2000 msc farming science univercity 2002 darvada",Davangere,Bussniess and farming,bussnies,"Business / Entrepreneurship, Agriculture / Farming",Not Given
165,Tirthahalli,Araga Jnanendra,BJP,65.0,1.0,21483250.0,1051002.0,Graduates,B.Com State college of Shimoga yr passed 1971-1974,Shimoga,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify
166,Bangalore South,Appaji Gowda,IND,49.0,0.0,150000.0,,Primary Education,5th,Bangalore Urban,Agriculture,House wife,Agriculture / Farming,Not Given
167,Madikeri,Appachu Ranjan M P,BJP,61.0,0.0,93982425.0,7155548.0,Higher Secondary Education,"Has completed PUC in Vivekananda College, Puttur (1973)",Kodagu,Coffee growers,Coffee growers,Agriculture / Farming,Agriculture / Farming
168,Mahadevapura,Aravinda Limbavali,BJP,51.0,1.0,170266166.0,33631358.0,Diploma Holders,"B.E (Civil) Course Completed BMS Engg. College Bangalore University in 1991-92, Diploma in Civil Engg. BVV's Polytechnic Bagalkot in 1986-87",Bangalore Urban,Civil Engineer and Social Worker,Business and Social Worker,"Engineering / Technology, Social Work / Activism","Business / Entrepreneurship, Social Work / Activism"
169,Mulbagal,Aravinda V,IND,33.0,0.0,884000.0,,Higher Secondary Education,2ND PUC,Kolar,Labour,Housewife,Cound't Classify,Education / Academia
170,Melukote,Arun Kumar,IND,37.0,0.0,5133500.0,,Secondary Education,"SSLC Fail, Govt. High School, Chinakurali. Year 1997-98",Mandya,Business,Prison Staff,Business / Entrepreneurship,Law Enforcement / Security
171,Mudigere,Arun Kumar.B,IND,32.0,0.0,339577.0,,Postgraduates,"M.A, BEd in Kuvempu University, shankaraghatta, Shimoga.",Chikmagalur,Student,Not Given,Not Given,Cound't Classify
172,Chickpet,Arun Prasad. A,IND,44.0,0.0,67760.0,,Higher Secondary Education,PUC-IInd From St. Joseph's College Bangalore in 1993,B.B.M.P(Central),Employed and Social Environmental Activist,Not Given,"Unknown, Social Work / Activism",Cound't Classify
173,Mudhol,Aravind Kambale,SHS,28.0,0.0,500579.0,20000.0,Primary Education,6th Class,Bagalkot,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify
174,Athani,Arjun Bhagavant Patil,IND,48.0,0.0,35205000.0,17500000.0,Secondary Education,"SSLC, Ambedker High School, Sindagi- 1986",Belgaum,"First Division Contractor, Agriculture, Social Work",Not Given,"Construction / Real Estate, Agriculture / Farming, Social Work / Activism",Cound't Classify
175,Belur,Aruna N.R.,SHS,30.0,0.0,10000.0,,Higher Secondary Education,PUC FROM GOVT. JUNIOR COLLEGE -2006,Hassan,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
176,Bhadravati,Appaji M J,JD(S),65.0,1.0,35202893.0,7810945.0,Graduates,"B.A., Sir M V collage Bhadravathi. 1974-77",Shimoga,V I S L Pension and MLA salary,House Wife,Politics / Public Service,Cound't Classify
177,Shahapur,Appa Sahebagouda,IND,51.0,0.0,1031000.0,130000.0,Higher Secondary Education,12th from Govt Pre-University College Shahapura,Yadgir,Agriculture,Private Job,Agriculture / Farming,Information Technology
178,Yellapur,Arabail Hebbar Shivaram,INC,61.0,0.0,67123218.0,39003244.0,Secondary Education,"SSLC- Secondary School Leaving Certificate from Kadatoka, Tq. Honnavara Year 1971",Uttara Kannada,"Agriculture, Business and Presently MLA",Agriculture and House wife,"Business / Entrepreneurship, Agriculture / Farming","Agriculture / Farming, Not Given"
179,Hukkeri,Appayyagouda Basagouda Patil,INC,65.0,0.0,92358709.0,5151779.0,Graduates,LLB (Spl) in 1976 from Karnataka Law College Dharwad (Karnataka University),Belgaum,Social Work and Agricultural,Household and Agricultural,"Agriculture / Farming, Social Work / Activism","Agriculture / Farming, Hospitality / Tourism"
180,Aland,Arunkumar.C.Patil,JD(U),46.0,1.0,23293000.0,4900000.0,Postgraduates,"Master of Business Administration From Institute of Management, Kolhapur, affiliated to Shivaji University, Kolhapur, Year-1997",Gulbarga,"Manging Director of CADMAXX SOLUTIONS PVT LTD Benglore, President of Kayakayogi Co Operative Society Benglore",Seniour Design Maneger HAL Banglore,"Engineering / Technology, Social Work / Activism",Engineering / Technology
181,Vijay Nagar,Arunkumar. C,RPI,30.0,0.0,220000.0,,Higher Secondary Education,2 ND P U C FROM NIJALINGAPPA COLLEGE RAJAJAJINAGAR BANAGLORE 2003-2005,B.B.M.P(South),SOCIAL WORKER,Not Given,Social Work / Activism,Cound't Classify
182,Khanapur,Arvind Patil,IND,50.0,1.0,9787791.0,835000.0,Higher Secondary Education,"P.U.C 2nd Year Passed In 1984 From MMS PU College Khanapur Tq, Khanapur Dist, Belgaum.",Belgaum,Agriculturist and Business,Govt.Employee,"Business / Entrepreneurship, Agriculture / Farming",Not Given
183,Arabhavi,Arvind Mahadevrao Dalwai,INC,56.0,0.0,62115393.0,9775000.0,Postgraduates,"Has completed 1-7th standard in Govt School, Koujalagi(1973), 8-10th standard in New English School.Gokak(1976), PUC in Junior College, Katakola(1981), B.A in Karnataka University, Dharwad(1985) and M.A in Karnataka University, Dharwad(1989).",Belgaum,Agriculturist,Homemaker,Agriculture / Farming,Not Given
184,Shirahatti,Arunkumar Veeranna Tirlapur,Janahitha Paksha,33.0,0.0,25000.0,,Postgraduates,"M.A (Political Science), BEd in Kuvempu Muktha University(2014).",Gadag,Journalist,Not Given,Media / Journalism,Cound't Classify
185,Krishnarajpet,Ashok,Jai Bharath Jena Sena Party,35.0,0.0,700000.0,,Secondary Education,"SSLC,batch -1999-2000",Mandya,Business,House Wife,Business / Entrepreneurship,Cound't Classify
186,Chickpet,Asgar A Mohin S M,IND,49.0,1.0,4700000.0,,Higher Secondary Education,"PUC Form B.E.S. College, Banglorge-1984",B.B.M.P(Central),Business,Housewife,Business / Entrepreneurship,Education / Academia
187,Sorab,Asadulla T.K (Asood),All India Mahila Empowerment Party,48.0,1.0,9620000.0,863981.0,Secondary Education,"SSLC in Govt.High School, Anavatti, Year-1988-89",Shimoga,Merchant Agriculturist,House Wife,Agriculture / Farming,Cound't Classify
188,Hubli-Dharwad West,Arvind Bellad,BJP,48.0,0.0,752001000.0,197472000.0,Postgraduates,B.E and P.G.D.M Course in S.D.M Engineering college Dharwad(1991-1992).,Dharwad,"Business, Sugar and Company Manager, Shares in Sugar and Company Pvt Ltd, Director of Sugar Enterprises Pvt Ltd",Business in Sugar and Company and Shares.,"Business / Entrepreneurship, Banking / Finance","Business / Entrepreneurship, Banking / Finance"
189,Belgaum Uttar,Asfaq Ahmed Madaki,JD(S),40.0,0.0,1491507.0,782750.0,Postgraduates,"BE IN (MECH) SIT TUMKUR BANGALORE UNIVERSITY YEAR-2005, MBA FROM ALAGAPPA UNIVERSITY KARAIKUDI YEAR 2010",Belgaum,BUSINESS FIRM-VISION ASSOCIATES,House Wife,Business / Entrepreneurship,Cound't Classify
190,Gurmitkal,Ashok,Namma Congress,28.0,0.0,400000.0,,Secondary Education,10th FROM JAWARA EDUCATIONAL SOCIETY YEAR 2008,Yadgir,Agriculture and Social Service,Not Given,"Agriculture / Farming, Social Work / Activism",Cound't Classify
191,Chamrajpet,Asgar A Mohin S M,IND,49.0,1.0,4700000.0,,Graduates,B.E.S College Banglore Year 1984,B.B.M.P(Central),Business,Housewife,Business / Entrepreneurship,Education / Academia
192,Yeshvanthapura,Ashok B,Rashtriya Manav Vikas Party,37.0,0.0,50000.0,,Higher Secondary Education,PUC in Bangalore University.,Bangalore Urban,As Site Supervisor for a Constructions Company.,Housewife,Consulting / Advisory,Education / Academia
193,Tumkur Rural,Arungowda H B,IND,37.0,0.0,61340000.0,500000.0,Graduates,"B.A., LLB, Vidyodaya law collage, tumkur 2007-08",Tumkur,Lawyer and Social service,Not Given,"Law / Judiciary, Social Work / Activism",Cound't Classify
