,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
132,Kushtagi,Amaregouda L Patil,INC,58.0,0.0,17581500.0,,Unknown,Unknown,Koppal,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
133,Shahapur,Amaranna,IND,49.0,0.0,5877000.0,26000.0,Higher Secondary Education,"PUC,prabhu college,shurapura distict,yadgiri",Yadgir,agriculter,house wife,Agriculture / Farming,Not Given
134,Bellary,Alivelu,IND,27.0,0.0,250000.0,,Unknown,Unknown,Bellary,DTP WORKER,house wife,Consulting / Advisory,Not Given
135,Bellary City,Allabakash Alias Munna,JD(S),44.0,0.0,5489281.0,3300000.0,Unknown,Unknown,Bellary,Business,HouseWife,Business / Entrepreneurship,Not Given
136,Gulbarga Rural,Ambaraya S.Belamgi,BSP,40.0,2.0,3210000.0,1200000.0,Graduates,"BA,govt college gulbarga",Gulbarga,agriculture and business,agriculture,"Business / Entrepreneurship, Agriculture / Farming",Agriculture / Farming
137,Vijayanagara,Ameen Basha Sab,IND,43.0,0.0,55170.0,,Higher Secondary Education,"Govt. Composite college, TB Dam, 1988-89",Bellary,Driver,Not Given,Transportation / Logistics,Cound't Classify
138,Maski,Amaresh,JD(S),48.0,0.0,3985000.0,,Primary Education,3RD STANDARD GOVRNMENT SCHOOL,Raichur,AGRICULTURE,HOME MAKER,Agriculture / Farming,Not Given
139,Gulbarga Rural,Ambalgi Maruti Manpade,CPM,56.0,8.0,1520000.0,980000.0,Graduates,"BA,1977,sharanabasaveshwara mahavidyalaya,gulbarga",Gulbarga,social worker,house wife,Social Work / Activism,Not Given
140,Chickpet,Ambrose D.Mello,IND,45.0,0.0,10500.0,,Postgraduates,MA in kannada comparative literature from bangalore university in the year 2000,B.B.M.P(Central),social worker,Not Given,Social Work / Activism,Cound't Classify
141,Devar Hippargi,Aminappagouda Patil,INC,44.0,0.0,617078584.0,77500000.0,Postgraduates,"MSc,Year-1994",Bijapur,Agriculture Business,"Housewife, Agriculture Business","Agriculture / Farming, Business / Entrepreneurship","Business / Entrepreneurship, Agriculture / Farming, Arts / Entertainment"
142,Maski,Amresh Nayaka,SJP,38.0,0.0,180000.0,123000.0,Secondary Education,"Govt. boys high school, Maski",Raichur,Private vehicle driver,House wife,Transportation / Logistics,Not Given
143,Channagiri,Ameer Ahmed Kogaluru,BSRC,33.0,0.0,10829500.0,12867220.0,Secondary Education,In 1997 banajar high school,Davangere,agriculturit,medicaleducation,Agriculture / Farming,Unknown
144,Kolar,Amjad Pasha,IND,42.0,0.0,710000.0,,Unknown,sslc fail,Kolar,business,House wife,Business / Entrepreneurship,Not Given
145,Chamrajpet,Amjad Khan,IND,43.0,1.0,2486140.0,,Primary Education,7th STD cma boys primary school,B.B.M.P(Central),private service,house wife,Arts / Entertainment,Not Given
146,Sedam,Amrutappa,SP,58.0,0.0,482000.0,100000.0,Higher Secondary Education,GOVT PRE UNIVERSITY COLLEGE CHANDAPUR,Gulbarga,RETRIED GOVERNMENT SCHOOL TEACHER,GOVT WORKER,Education / Academia,Not Given
147,Chikkaballapur,Ameer Mohammed Sadiq,IND,55.0,0.0,2221000.0,26000.0,Secondary Education,"sir mv high school,chikkaballapur,1968-71",Chikkaballapur,business,Not Given,Business / Entrepreneurship,Cound't Classify
148,Bidar South,Amruthrao Chimkode,IND,57.0,1.0,20400000.0,239000.0,Postgraduates,MA GULBARGA UNIVERSITY 2002,Bidar,agriculture,HOUSE WORK,Agriculture / Farming,Not Given
149,Hosakote,Ananda M.G,IND,46.0,0.0,40000.0,,Secondary Education,"SSLC, Vivekananda High School Sulibele",Bangalore Rural,Agriculturist,Housewife,Agriculture / Farming,Education / Academia
150,Dharwad,Amrut Ayappa Desa,JD(S),36.0,0.0,7312000.0,175000.0,Unknown,1993 April,Dharwad,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
151,Davanagere North,Anaji Anjinappa,IND,36.0,0.0,50352.0,15000.0,Primary Education,H.V.S HIGH SCHOOL IN ANAJI,Davangere,general store,Not Given,Business / Entrepreneurship,Cound't Classify
152,Hungund,Amaresh Malleshappa Nagur,JD(U),31.0,0.0,2655000.0,400000.0,Graduates,"BA, rudharagouda govt first grade mahavidyalaya,biligi,2003",Bagalkot,social worker,Not Given,Social Work / Activism,Cound't Classify
153,Vijayanagara,Anand Singh,BJP,47.0,1.0,1045345934.0,104314709.0,Higher Secondary Education,"PUC in 1993 from Corporation Pre-University College, Magadi Road, Bangalore",Bellary,"Business, Agriculture and Social works.",Business Agricultural and Lady.,"Business / Entrepreneurship, Agriculture / Farming, Social Work / Activism","Business / Entrepreneurship, Agriculture / Farming"
154,Kittur,Anand Balkrishna Appugol,JD(S),47.0,1.0,45330603.0,7073074.0,Secondary Education,SSLC In The Year April 1983 From Benon Smith High School Belgaum,Belgaum,Social Welfare Film Producer,Prema Social Worker And House Wife,"Arts / Entertainment, Social Work / Activism",Social Work / Activism
155,Mayakonda,Anandappa. H,IND,58.0,0.0,33165000.0,17800000.0,Secondary Education,"7th std,govt kannada school,matadahatti",Davangere,social worker and business,director of the school,"Social Work / Activism, Business / Entrepreneurship",Education / Academia
156,Gadag,Anil Prakashbabu Mensinkai,BSRC,39.0,0.0,8330000.0,1510000.0,Graduates,L.L.B. COLLEGE,Gadag,BROKER,BEAUTION,Business / Entrepreneurship,Arts / Entertainment
157,Belgaum Rural,Anandswamy Gaddadevarmath,IND,36.0,0.0,137438511.0,5000000.0,Graduates,"B.Sc, RLS Institute, Belgaum, May 2006, KUD, Dharwad",Belgaum,Business,House wife,Business / Entrepreneurship,Not Given
158,Belgaum Dakshin,Anil M Potdar,INC,52.0,0.0,68344655.0,360000.0,Graduates,"B.COM - GOGATE COLLEGE OF COMMERCE,BELGAUM",Belgaum,BUSINESS (PARTNER IN JEWELLARY SHOP i.e. POTDAR JEWELLERS,HOUSE WIFE,Business / Entrepreneurship,Not Given
159,Gurmitkal,Anilkumar,IND,31.0,0.0,5150000.0,250000.0,Graduates,"BE,computer science,VTU(2007-08)",Yadgir,Engineer,Not Given,Engineering / Technology,Cound't Classify
160,Gadag,Andanayya Gurupadayya Kurtakoti,JD(S),42.0,0.0,1322000.0,,Technical/Professional Courses,"ITC,1990 and( BA)-1992-KVSR College, Gadag",Gadag,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
161,Saundatti Yellamma,Angadi Mahesh Gurappa,NCP,38.0,0.0,371171.0,60000.0,Graduates,"B.A karnataka university 1997-1998, S.V.S bellubbi college, savadatti",Belgaum,Farmer,unmarried,Agriculture / Farming,Cound't Classify
162,Saundatti Yellamma,Anandkumar Chopra,IND,46.0,0.0,4296430.0,,Secondary Education,S.K. HIGH SCHOOL SAUNDATTI DISTRICT BELGAVI IN OCTOBER 1984,Belgaum,BUSINESS,house wife,Business / Entrepreneurship,Not Given
163,Yellapur,Anil Kumar D.,JD(S),43.0,0.0,16797500.0,330000000.0,Higher Secondary Education,1988 Y T S S junior college Yallapura,Uttara Kannada,Self business,House wife,Business / Entrepreneurship,Not Given
164,Yadgir,Ananth Reddy Kandalli,IND,28.0,0.0,1160000.0,,Primary Education,"7th standard, Govt. primary school, Bilhara, Shahapur taluk, yadgiri district",Yadgir,Agriculture,House wife,Agriculture / Farming,Not Given
165,Sullia,Angara.S,BJP,49.0,0.0,9191950.0,683124.0,Primary Education,CHOKKADI HIGH SCHOOL,Dakshina Kannada,Agriculturist,HOUSE WIFE,Agriculture / Farming,Not Given
166,Bellary City,Anil H Lad,INC,39.0,0.0,2889876598.0,750387482.0,Higher Secondary Education,Sandur Residential composite junior college,Bellary,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
167,Hubli-Dharwad West,Anitha Horadi,IND,49.0,0.0,3001250.0,,Doctorates,"MA,LLB,Karnataka universty,Dharavad in 1994-1998",Dharwad,Lawyer,Ex Service Man(Indian Air Force ),Law / Judiciary,Military / Defense
168,Nelamangala,Anjanamurthy,INC,72.0,0.0,183337458.0,1154646.0,Graduates,B.A AND LLB,Bangalore Rural,SOCIAL WORKER,House wife,Social Work / Activism,Not Given
169,Nelamangala,Anjanamurthy,IND,30.0,0.0,15337458.0,1154646.0,Graduates,Law graduate from bangalore university in 1969,Bangalore Rural,Social service,House wife,Social Work / Activism,Not Given
170,Raichur Rural,Anjanayya,IND,29.0,0.0,503634.0,,Postgraduates,"B.A. ,L.L.B, S.C.A.B LAW COLLEGE , RAICHUR IN 2011",Raichur,LAWYER,Not Given,Law / Judiciary,Cound't Classify
171,Koratagere,Anjaneya,BSRC,52.0,0.0,2011500.0,,Graduates,"BA.LLB Vidyodaya Law College, Tumkur,1989",Tumkur,Lawyer,Housewife,Law / Judiciary,Education / Academia
172,Kudligi,Anjinappa Kajjeru,IND,39.0,0.0,15000.0,,Secondary Education,"12th fail, U.J. composite pre university college ujjini, kudligi taluk, in march 1996",Bellary,Not Given,Not Given,Cound't Classify,Cound't Classify
173,Channapatna,Anitha Kumaraswamy,JD(S),49.0,0.0,1379687114.0,662123455.0,Graduates,"BE Computer Science, BIT college, Bangalore",Ramanagaram,"Public servant Entrepreneur, Carrying On Business Of Pertol And Petroleum Product Under The Name Style of Nikhil Co. Carrying On The Business Of Serial Production Under The Name And Style Of Nikhil Creations",Public Servant Agriculturist,"Politics / Public Service, Business / Entrepreneurship","Politics / Public Service, Agriculture / Farming"
174,Karkal,Anna Sunil Soans,BSP,41.0,0.0,550000.0,270000.0,Higher Secondary Education,"2nd PUC,govt PU college kakarla,1994",Udupi,industrialist,private job,Business / Entrepreneurship,Cound't Classify
175,Bidar,Anilkumar Gundappa,BSRC,41.0,0.0,6340850.0,250000.0,Postgraduates,"B.A., LLB, Gulbarga University, Gulbarga in 1999",Bidar,Advocacy,Chief Librarian,Law / Judiciary,Not Given
176,Sirsi,Annappa Akash S. Madival,IND,48.0,0.0,1880842.0,238976.0,Unknown,Unknown,Uttara Kannada,AGRICULTURE FARMER,Not Given,Agriculture / Farming,Cound't Classify
177,Athani,Annappa Somanna Aigali,BSP,46.0,0.0,3368500.0,,Primary Education,"7th pass. Govt. higher primary school, koliguddda-1978",Belgaum,Farmer and social worker,House wife,"Agriculture / Farming, Social Work / Activism",Not Given
178,K.R.Pura,Anupama.M.L.,JD(U),43.0,0.0,44449000.0,,Postgraduates,"MA ,2003,bangalore university",B.B.M.P(North),social worker and agriculter,govt worker,"Social Work / Activism, Agriculture / Farming",Politics / Public Service
179,Shanti Nagar,Anthony A. Santhosh,IND,44.0,0.0,6811426.0,25000.0,Secondary Education,"SSLC Pbanm,S High School Bangalore",B.B.M.P(Central),St.John's Medical Collage (Pvt),Teacher In The Government School,Medicine / Healthcare,Education / Academia
180,Indi,Annappa Khainur,JD(S),52.0,0.0,68730499.0,8725154.0,Graduates,SRI REVANA SIDDESHWARA PRE GRADUATE COLLEGE IN 1975,Bijapur,FARMER,HOUSE WIFE,Agriculture / Farming,Not Given
181,Harihar,Ansarahmed,IND,48.0,0.0,2188000.0,235000.0,Graduates,"studied up to BA third year ,SJVP college,hariharanagar",Davangere,social service and retried police,House wife,"Social Work / Activism, Law Enforcement / Security",Not Given
182,Khanapur,Anthon Zuvava Mendossa,IND,39.0,0.0,4068013.0,2430000.0,Technical/Professional Courses,"ITI and diploma in computer application, belgaum",Belgaum,agriculture and land developer,house wife,"Agriculture / Farming, Construction / Real Estate",Not Given
183,Kittur,Annappa Marathe,IND,38.0,0.0,850766.0,50000.0,Postgraduates,MA med,Belgaum,retired soldier,House wife,Military / Defense,Not Given
184,Chamrajpet,Annappa K,IND,25.0,0.0,575000.0,300000.0,Secondary Education,"8th Std, BANGALORE",B.B.M.P(Central),Driver Social Worker,House Wife,"Social Work / Activism, Law Enforcement / Security",Cound't Classify
185,Karwar,Anthon Fernandes,KJP,34.0,0.0,6000000.0,1100000.0,Secondary Education,Govt high school Karawara,Uttara Kannada,Business,House wife,Business / Entrepreneurship,Not Given
186,Chikkodi-Sadalga,Annappa Magadum,JD(S),46.0,0.0,8400000.0,970000.0,Graduates,"L.C.E.H Bhartesh Homeopathic Medical college, Belgaum Karnataka Board Bengalore 1987-88",Belgaum,Doctor Farmer,Homemaker,"Medicine / Healthcare, Agriculture / Farming",Not Given
187,Tumkur Rural,Anwar,IND,57.0,0.0,3216150.0,,Unknown,Unknown,Tumkur,SOCIAL WORKER ( HOTEL BUSINESS),HOUSE WIFE,"Social Work / Activism, Media / Journalism",Not Given
188,Muddebihal,Appaji Urf Channabasavaraj Shankarao Nadagoud,INC,55.0,0.0,46383135.0,3242968.0,Graduates,BA,Bijapur,Agriculture,House wife,Agriculture / Farming,Not Given
189,Bijapur City,Appasaheb Appu Mallappa Pattanashetty,BJP,44.0,0.0,16466406.0,192263.0,Unknown,D.FORM,Bijapur,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
190,Kudligi,Appaiah,IND,29.0,0.0,20000.0,,Unknown,Unknown,Bellary,Farmer,house wife,Agriculture / Farming,Not Given
191,Raichur,Aparna.B.R,SUCI(C),46.0,0.0,25436.0,,Doctorates,"M. Phil, Bangalore University, 1990",Raichur,Social Work,Social Work,Social Work / Activism,Social Work / Activism
192,Hubli-Dharwad West,Anwarsab Bashasab Raibag,IND,60.0,0.0,382200.0,,Primary Education,5th 1966 govt urdu boys school gardenpette hubli,Dharwad,retired employee,House wife,Cound't Classify,Not Given
193,Bellary City,Appannanavara Nataraja Gouda,IND,41.0,0.0,196000.0,,Graduates,Sri siddhaganga mutti tumkur district 1987-88,Bellary,SOCIAL WORKER,house wife,Social Work / Activism,Not Given
194,Madikeri,Appachu Ranjan .M.P,BJP,56.0,0.0,106509963.0,1927363.0,Higher Secondary Education,12TH VIVEKANANDHA COLLEGE PUTTURU IN THE YEAR 1973,Kodagu,Agriculture,House wife,Agriculture / Farming,Not Given
195,Byatarayanapura,Ansar Pasha,IND,42.0,0.0,1595000.0,,Primary Education,7th pass yelanka government school,Bangalore Urban,Social worker,social worker,Social Work / Activism,Social Work / Activism
196,Shravanabelagola,Aralapura Manjegowda A.N.,KRRS,43.0,0.0,4400000.0,1200000.0,Secondary Education,9 TH STD CHENNARAYPATTAN 1988,Hassan,farmer,house wife,Agriculture / Farming,Not Given
197,Mahadevapura,Aravind Limbavali,BJP,46.0,0.0,61266557.0,14855631.0,Diploma Holders,"B.E (Civil) From BMS Engg. College, Bangalore University in 1991-92, Diploma in Civil Engg. From BVV's Polytechnic Bagalkot in 1986-87",Bangalore Urban,Civil Engineer and Social Worker,Business and Social Worker,"Engineering / Technology, Social Work / Activism","Business / Entrepreneurship, Social Work / Activism"
198,Yellapur,Arbail Hebbar Shivaram,INC,55.0,0.0,90206437.0,53265337.0,Primary Education,KADATHOKA HIGH SCHOOL HONNAVAR,Uttara Kannada,AGRICULTURE AND BUSINESS,AGRICULTURE AND HOUSEWIFE,"Agriculture / Farming, Business / Entrepreneurship",Agriculture / Farming
199,Devadurga,Arakera K.Shivanagouda Nayak,BJP,36.0,0.0,39687519.0,,Higher Secondary Education,PUC,Raichur,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
200,Tirthahalli,Araga Jnanendra,BJP,60.0,1.0,17069694.0,105000.0,Graduates,B.Com in Mysore University,Shimoga,AGRICULTURE,House wife,Agriculture / Farming,Not Given
201,Chikmagalur,Apsar Pasha,IND,40.0,0.0,233080.0,,Higher Secondary Education,"lal bahaddur higher primary school,chickamagalur, 9th standard pass",Chikmagalur,Auto mechanic,house wife,Engineering / Technology,Not Given
202,Chikkodi-Sadalga,Appasaheb Shripati Kurane,LJP,30.0,0.0,330000.0,,Graduates,M.K college-2001,Belgaum,Farmer,House wife,Agriculture / Farming,Not Given
203,Chikmagalur,Apsar Pasha,NCP,50.0,0.0,33399932.0,3456150.0,Secondary Education,SSLC(1977-78),Chikmagalur,coffee curing owner,house wife,Agriculture / Farming,Not Given
204,Ramdurg,Aravind Mahadevarao Dalawai,JD(U),53.0,0.0,86086000.0,9201044.0,Postgraduates,M.A. karnataka university in 1989,Belgaum,Agriculture,house wife,Agriculture / Farming,Not Given
205,Shravanabelagola,Arjun Kumar G.B.,IND,29.0,1.0,12171384.0,350000.0,Postgraduates,"BSC,BE,MTECH VTU 2011",Hassan,ENGGINEAR,Not Given,Engineering / Technology,Cound't Classify
206,Hagaribommanahalli,Arogya Swamy.B.,JD(U),55.0,0.0,,,Secondary Education,10TH,Bellary,SOCIAL SERVICE,house wife,Social Work / Activism,Not Given
207,Babaleshwar,Arunakumara. H. Jainapura,IND,42.0,0.0,1235900.0,,Postgraduates,"MA,2012,kuvenpu university",Bijapur,Shethki,House wife,Cound't Classify,Not Given
208,Shahapur,Appasahebgouda,IND,47.0,0.0,713000.0,80000.0,Higher Secondary Education,1st PUC pre university college shahapura,Yadgir,agriculter,house wife,Agriculture / Farming,Not Given
209,Bellary City,Arunachalam. Y,Pyramid Party of India,28.0,0.0,100000.0,,Doctorates,"M.A,B Ed (LLB)",Bellary,student,Not Given,Not Given,Cound't Classify
210,Melukote,Aruna Kumar,IND,33.0,0.0,294500.0,,Secondary Education,"9th std,govt pre university college,,chinakuruli-1996-97",Mandya,Driver,Not Given,Transportation / Logistics,Cound't Classify
211,Rajarajeshwarinagar,Arun Kumar T.R,Bharatiya Dr. B.R. Ambedkar Janata Party,36.0,0.0,310000.0,,Postgraduates,"B.A- Saint Joseph Arts and Science college, Bangalore and L.L.b - Dr. Ram Manohar Lohiya law college, Bangalore,Bangalore UNIVERSITY, Completion year-2001 2005",B.B.M.P(Central),Lawyer,Private company Employee,Law / Judiciary,Cound't Classify
212,Chamaraja,Aruna Gowda M.,KJP,34.0,0.0,6450000.0,,Higher Secondary Education,"PUC Pass Maharaja Pre- University College Mysore 1996-97, S.S.L.C. JSS School Saraswathi Puram Mysore , B.Com Discontinued Mahajan's Ist Grade College Jayalaxmi Puram Mysore 1997",Mysore,Business,House Wife,Business / Entrepreneurship,Cound't Classify
213,Basavakalyan,Arunkumar,IND,41.0,0.0,2100000.0,,Graduates,"B.Sc in 1995 from Gulbarga University,Gulbarga",Bidar,Agriculture,Household,Agriculture / Farming,Not Given
214,Ranibennur,Arunkumar Pujar,BJP,35.0,0.0,14723858.0,4091988.0,Secondary Education,SSLC in 1993 from MS PAtil School Kavalettu.,Haveri,Brick Buisness,House wife,Construction / Real Estate,Not Given
215,Indi,Aravind Rukmabai Kalakeri,IND,39.0,0.0,465000.0,50000.0,Graduates,"S.M HILLI ARTS COLLAGE BOLLEGAVA, KARNATAKA UNIVERCITY 2002",Bijapur,OWN SHETHKI,house wife,"Agriculture / Farming, Social Work / Activism",Not Given
216,Hubli-Dharwad West,Arvind Chandrakant Bellad,BJP,43.0,1.0,480563000.0,15840000.0,Graduates,"BE,PGDM 1991-92 sdm engnering collage dharwad",Dharwad,Jaggery and company partnar ship,Jaggery and company partnar ship,"Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Business / Entrepreneurship"
217,Chickpet,Asgar A Maheen S.M,IND,44.0,5.0,4700000.0,,Graduates,bes college year 1984,B.B.M.P(Central),business,house wife,Business / Entrepreneurship,Not Given
218,Chamrajpet,Asgar A Maheen S. M,IND,44.0,5.0,4700000.0,,Graduates,BES COLLEAGE BANGLORE 1984,B.B.M.P(Central),BUSINESS,house wife,Business / Entrepreneurship,Not Given
219,Vijay Nagar,Arvind.B.Patil,IND,33.0,0.0,4548354.0,,Graduates,"LLB.-KLV Law collage , bangalore bangalore university(2007)",B.B.M.P(South),lawyer,HOUSE WIFE,Law / Judiciary,Not Given
220,Kittur,Ashok Gurushiddayya Kambi,BSRC,45.0,0.0,1239000.0,,Literate,7th 1990 S.k.G.Higher secondary school BelaGavi,Belgaum,Self Sheshki,Home Work,Not Given,Cound't Classify
221,Khanapur,Arvind Chandrakant Patil,IND,45.0,0.0,7602935.0,1838778.0,Higher Secondary Education,P.U.C. 2nd Year in the Year 1984 From MMS PU College Khanapur,Belgaum,Agriculture and Transport Business,House wife,"Agriculture / Farming, Transportation / Logistics",Not Given
222,Bhalki,Ashok,IND,38.0,0.0,120000.0,,Diploma Holders,B.E. 2003 REC BHALKI,Bidar,LECTURER,HOUSE WIFE,Education / Academia,Not Given
223,Bangalore South,Ashish Kapur,IND,40.0,0.0,230000.0,,Postgraduates,"Master of Defense Strategic Studies,Kurukshetra Univ. 2014 Exp",Bangalore Urban,Social Political Worker Trade Development Advisor,Education Sector Worker,"Politics / Public Service, Social Work / Activism",Education / Academia
224,Basavanagudi,Arunkumar.P.,IND,42.0,0.0,1380500.0,184000.0,Secondary Education,"sslc,1989,kalburgi high school,bangalore",B.B.M.P(South),Photographer,Home maker,Arts / Entertainment,Construction / Real Estate
